loan_id,customer_id,account_id,loan_product,principal_amount,interest_rate_annual_pct,tenure_months,issue_date,due_date,loan_status
LOAN003370,CUST004187,ACC004187,micro_loan,2500000,13,3,2023-07-26,2023-10-24,active
LOAN003371,CUST004188,ACC004188,consumer,2500000,17,17,2023-05-07,2024-09-28,active
LOAN003372,CUST004190,ACC004190,salary_advance,2500000,14,10,2024-09-04,2025-07-01,active
LOAN003373,CUST004191,ACC004191,micro_loan,1821519,20,14,2025-12-24,2027-02-17,active
LOAN003374,CUST004192,ACC004192,micro_loan,2500000,16,8,2023-04-02,2023-11-28,active
LOAN003375,CUST004193,ACC004193,consumer,2500000,12,4,2024-03-23,2024-07-21,active
LOAN003376,CUST004195,ACC004195,salary_advance,1049132,18,12,2024-01-26,2025-01-20,active
LOAN003377,CUST004196,ACC004196,salary_advance,2049180,14,7,2026-02-16,2026-09-14,active
LOAN003378,CUST004197,ACC004197,salary_advance,1357758,23,9,2024-02-25,2024-11-21,active
LOAN003379,CUST004198,ACC004198,micro_loan,1878341,17,13,2024-09-12,2025-10-07,active
LOAN003380,CUST004199,ACC004199,micro_loan,595711,19,9,2022-12-28,2023-09-24,active
LOAN003381,CUST004200,ACC004200,micro_loan,1591579,17,13,2023-07-17,2024-08-10,active
LOAN003382,CUST004201,ACC004201,micro_loan,2281542,13,4,2025-02-20,2025-06-20,active
LOAN003383,CUST004203,ACC004203,micro_loan,1689549,16,17,2024-02-05,2025-06-29,active
LOAN003384,CUST004204,ACC004204,salary_advance,1231331,25,8,2023-03-29,2023-11-24,active
LOAN003385,CUST004206,ACC004206,salary_advance,2500000,25,17,2025-02-20,2026-07-15,active
LOAN003386,CUST004207,ACC004207,consumer,2500000,21,17,2025-02-03,2026-06-28,active
LOAN003387,CUST004208,ACC004208,micro_loan,2500000,12,5,2026-01-28,2026-06-27,active
LOAN003388,CUST004209,ACC004209,micro_loan,2500000,18,5,2023-05-17,2023-10-14,active
LOAN003389,CUST004211,ACC004211,micro_loan,2500000,17,10,2023-06-16,2024-04-11,active
LOAN003390,CUST004212,ACC004212,micro_loan,2500000,17,3,2025-08-13,2025-11-11,active
LOAN003391,CUST004214,ACC004214,micro_loan,377956,23,12,2023-04-22,2024-04-16,active
LOAN003392,CUST004215,ACC004215,micro_loan,2465026,13,16,2023-10-26,2025-02-17,active
LOAN003393,CUST004216,ACC004216,consumer,2174885,21,10,2024-09-12,2025-07-09,active
LOAN003394,CUST004217,ACC004217,consumer,1362970,15,16,2024-06-04,2025-09-27,active
LOAN003395,CUST004218,ACC004218,micro_loan,2500000,14,15,2024-01-08,2025-04-02,active
LOAN003396,CUST004220,ACC004220,micro_loan,1475983,22,5,2024-04-15,2024-09-12,active
LOAN003397,CUST004221,ACC004221,micro_loan,2500000,17,4,2023-05-27,2023-09-24,active
LOAN003398,CUST004222,ACC004222,micro_loan,2500000,23,4,2024-02-10,2024-06-09,active
LOAN003399,CUST004223,ACC004223,micro_loan,490182,25,3,2023-04-08,2023-07-07,active
LOAN003400,CUST004224,ACC004224,micro_loan,2279458,12,8,2024-04-10,2024-12-06,active
LOAN003401,CUST004225,ACC004225,consumer,2365093,16,12,2025-03-12,2026-03-07,active
LOAN003402,CUST004227,ACC004227,consumer,444213,16,13,2024-07-30,2025-08-24,active
LOAN003403,CUST004228,ACC004228,micro_loan,2500000,15,10,2026-02-27,2026-12-24,active
LOAN003404,CUST004229,ACC004229,salary_advance,995266,19,15,2025-09-02,2026-11-26,active
LOAN003405,CUST004230,ACC004230,salary_advance,1780777,14,8,2025-10-24,2026-06-21,active
LOAN003406,CUST004231,ACC004231,consumer,2500000,14,13,2025-04-17,2026-05-12,active
LOAN003407,CUST004232,ACC004232,micro_loan,2371694,25,18,2024-11-28,2026-05-22,active
LOAN003408,CUST004233,ACC004233,micro_loan,2500000,24,9,2024-08-24,2025-05-21,active
LOAN003409,CUST004234,ACC004234,consumer,480787,12,13,2023-06-10,2024-07-04,active
LOAN003410,CUST004235,ACC004235,salary_advance,2208009,18,9,2024-05-16,2025-02-10,active
LOAN003411,CUST004236,ACC004236,micro_loan,824874,19,17,2023-01-11,2024-06-04,active
LOAN003412,CUST004237,ACC004237,micro_loan,1020536,16,16,2023-09-01,2024-12-24,active
LOAN003413,CUST004238,ACC004238,salary_advance,1370093,18,6,2026-01-10,2026-07-09,active
LOAN003414,CUST004239,ACC004239,consumer,1587549,18,8,2025-09-16,2026-05-14,active
LOAN003415,CUST004241,ACC004241,micro_loan,1154196,16,4,2024-10-31,2025-02-28,active
LOAN003416,CUST004242,ACC004242,micro_loan,2190339,23,11,2023-03-13,2024-02-06,active
LOAN003417,CUST004243,ACC004243,micro_loan,2500000,20,5,2025-06-01,2025-10-29,active
LOAN003418,CUST004247,ACC004247,consumer,404849,12,15,2023-06-02,2024-08-25,active
LOAN003419,CUST004248,ACC004248,micro_loan,2258635,18,13,2025-08-09,2026-09-03,active
LOAN003420,CUST004249,ACC004249,salary_advance,2500000,21,4,2025-12-27,2026-04-26,active
LOAN003421,CUST004251,ACC004251,salary_advance,2500000,18,9,2024-05-17,2025-02-11,active
LOAN003422,CUST004252,ACC004252,micro_loan,1327902,16,12,2025-10-04,2026-09-29,active
LOAN003423,CUST004253,ACC004253,consumer,1505675,12,15,2024-07-26,2025-10-19,active
LOAN003424,CUST004254,ACC004254,consumer,1895064,12,14,2024-01-09,2025-03-04,active
LOAN003425,CUST004255,ACC004255,consumer,864411,20,9,2023-10-29,2024-07-25,active
LOAN003426,CUST004257,ACC004257,consumer,538269,16,4,2025-06-30,2025-10-28,active
LOAN003427,CUST004258,ACC004258,consumer,1780186,16,12,2023-02-03,2024-01-29,active
LOAN003428,CUST004259,ACC004259,salary_advance,1269245,16,14,2024-04-07,2025-06-01,active
LOAN003429,CUST004260,ACC004260,salary_advance,1070284,18,17,2023-11-04,2025-03-28,active
LOAN003430,CUST004262,ACC004262,micro_loan,554275,21,9,2023-03-18,2023-12-13,active
LOAN003431,CUST004263,ACC004263,salary_advance,1658801,18,18,2024-11-14,2026-05-08,active
LOAN003432,CUST004264,ACC004264,micro_loan,1032765,17,7,2024-11-30,2025-06-28,active
LOAN003433,CUST004265,ACC004265,salary_advance,1815747,22,6,2025-08-12,2026-02-08,active
LOAN003434,CUST004266,ACC004266,consumer,962586,22,18,2025-03-19,2026-09-10,active
LOAN003435,CUST004267,ACC004267,consumer,1686164,16,11,2024-07-13,2025-06-08,active
LOAN003436,CUST004268,ACC004268,salary_advance,895393,24,13,2025-04-08,2026-05-03,active
LOAN003437,CUST004269,ACC004269,salary_advance,2500000,15,6,2023-11-13,2024-05-11,active
LOAN003438,CUST004270,ACC004270,micro_loan,1676335,15,10,2024-03-08,2025-01-02,active
LOAN003439,CUST004271,ACC004271,micro_loan,1185832,21,8,2025-05-05,2025-12-31,active
LOAN003440,CUST004272,ACC004272,micro_loan,2222567,13,6,2023-07-15,2024-01-11,active
LOAN003441,CUST004273,ACC004273,micro_loan,982703,19,4,2024-12-24,2025-04-23,active
LOAN003442,CUST004274,ACC004274,consumer,1092963,21,11,2024-10-31,2025-09-26,active
LOAN003443,CUST004275,ACC004275,micro_loan,1338943,14,7,2023-01-18,2023-08-16,active
LOAN003444,CUST004276,ACC004276,consumer,2500000,16,14,2024-11-27,2026-01-21,active
LOAN003445,CUST004278,ACC004278,micro_loan,1380042,14,18,2024-09-25,2026-03-19,active
LOAN003446,CUST004279,ACC004279,micro_loan,2500000,21,16,2023-12-04,2025-03-28,active
LOAN003447,CUST004280,ACC004280,micro_loan,1456156,21,14,2024-11-30,2026-01-24,active
LOAN003448,CUST004281,ACC004281,consumer,1470853,14,7,2025-03-15,2025-10-11,active
LOAN003449,CUST004284,ACC004284,consumer,2363159,24,15,2023-11-12,2025-02-04,active
LOAN003450,CUST004285,ACC004285,consumer,493333,19,4,2023-08-29,2023-12-27,active
LOAN003451,CUST004287,ACC004287,micro_loan,1106920,17,3,2024-01-19,2024-04-18,active
LOAN003452,CUST004288,ACC004288,salary_advance,2079092,13,14,2025-08-16,2026-10-10,active
LOAN003453,CUST004289,ACC004289,salary_advance,2242981,19,16,2024-06-01,2025-09-24,active
LOAN003454,CUST004290,ACC004290,micro_loan,1872899,21,12,2023-12-03,2024-11-27,active
LOAN003455,CUST004292,ACC004292,salary_advance,2500000,23,18,2024-06-18,2025-12-10,active
LOAN003456,CUST004295,ACC004295,consumer,689490,19,11,2024-09-27,2025-08-23,active
LOAN003457,CUST004297,ACC004297,consumer,2500000,24,18,2025-03-11,2026-09-02,active
LOAN003458,CUST004298,ACC004298,salary_advance,1784764,25,14,2023-07-02,2024-08-25,active
LOAN003459,CUST004299,ACC004299,consumer,1518371,16,13,2025-07-30,2026-08-24,active
LOAN003460,CUST004300,ACC004300,consumer,1161117,24,16,2024-06-06,2025-09-29,active
LOAN003461,CUST004301,ACC004301,micro_loan,2500000,16,7,2025-03-21,2025-10-17,active
LOAN003462,CUST004303,ACC004303,micro_loan,763818,22,15,2025-09-05,2026-11-29,active
LOAN003463,CUST004305,ACC004305,consumer,2399428,18,16,2024-06-07,2025-09-30,active
LOAN003464,CUST004306,ACC004306,consumer,2269641,12,7,2024-09-11,2025-04-09,active
LOAN003465,CUST004307,ACC004307,micro_loan,1345478,16,5,2023-07-08,2023-12-05,active
LOAN003466,CUST004308,ACC004308,salary_advance,1394826,21,12,2025-01-14,2026-01-09,active
LOAN003467,CUST004309,ACC004309,micro_loan,444872,21,12,2024-06-15,2025-06-10,active
LOAN003468,CUST004310,ACC004310,salary_advance,2500000,16,9,2024-10-03,2025-06-30,active
LOAN003469,CUST004311,ACC004311,consumer,1159711,12,13,2024-09-04,2025-09-29,active
LOAN003470,CUST004312,ACC004312,consumer,1965292,15,18,2025-08-19,2027-02-10,active
LOAN003471,CUST004313,ACC004313,salary_advance,1471867,22,13,2024-08-19,2025-09-13,active
LOAN003472,CUST004314,ACC004314,micro_loan,2500000,15,16,2024-06-15,2025-10-08,active
LOAN003473,CUST004315,ACC004315,micro_loan,2500000,15,6,2026-02-09,2026-08-08,active
LOAN003474,CUST004317,ACC004317,salary_advance,2500000,21,18,2024-09-03,2026-02-25,active
LOAN003475,CUST004318,ACC004318,micro_loan,2480026,20,9,2024-06-03,2025-02-28,active
LOAN003476,CUST004319,ACC004319,micro_loan,1180574,16,18,2024-05-23,2025-11-14,active
LOAN003477,CUST004320,ACC004320,consumer,1229389,18,6,2024-02-02,2024-07-31,active
LOAN003478,CUST004322,ACC004322,salary_advance,2500000,18,15,2025-10-22,2027-01-15,active
LOAN003479,CUST004324,ACC004324,salary_advance,1225889,24,6,2024-11-25,2025-05-24,active
LOAN003480,CUST004325,ACC004325,salary_advance,1569436,21,4,2026-03-10,2026-07-08,active
LOAN003481,CUST004326,ACC004326,salary_advance,1909591,12,11,2023-09-03,2024-07-29,active
LOAN003482,CUST004327,ACC004327,consumer,1138037,24,18,2026-01-07,2027-07-01,active
LOAN003483,CUST004328,ACC004328,micro_loan,1897394,19,6,2023-01-30,2023-07-29,active
LOAN003484,CUST004330,ACC004330,micro_loan,1122551,12,5,2024-05-14,2024-10-11,active
LOAN003485,CUST004333,ACC004333,consumer,1386552,16,5,2024-09-08,2025-02-05,active
LOAN003486,CUST004334,ACC004334,consumer,1268421,16,14,2024-02-25,2025-04-20,active
LOAN003487,CUST004335,ACC004335,consumer,948546,22,15,2024-12-02,2026-02-25,active
LOAN003488,CUST004336,ACC004336,micro_loan,1531528,25,9,2024-05-22,2025-02-16,active
LOAN003489,CUST004337,ACC004337,micro_loan,1821167,19,17,2025-09-20,2027-02-12,active
LOAN003490,CUST004338,ACC004338,consumer,2251755,23,13,2024-10-04,2025-10-29,active
LOAN003491,CUST004341,ACC004341,salary_advance,743985,15,12,2025-03-23,2026-03-18,active
LOAN003492,CUST004342,ACC004342,consumer,1966347,14,17,2023-04-27,2024-09-18,active
LOAN003493,CUST004343,ACC004343,consumer,1068308,24,11,2024-05-03,2025-03-29,active
LOAN003494,CUST004344,ACC004344,micro_loan,673559,19,11,2024-03-13,2025-02-06,active
LOAN003495,CUST004345,ACC004345,micro_loan,821301,22,18,2023-01-29,2024-07-22,active
LOAN003496,CUST004347,ACC004347,consumer,1457930,13,10,2025-03-17,2026-01-11,active
LOAN003497,CUST004348,ACC004348,salary_advance,2006958,22,8,2025-01-31,2025-09-28,active
LOAN003498,CUST004349,ACC004349,salary_advance,907070,15,17,2023-07-13,2024-12-04,active
LOAN003499,CUST004350,ACC004350,salary_advance,1092591,22,3,2023-06-21,2023-09-19,active
LOAN003500,CUST004352,ACC004352,salary_advance,913917,18,18,2026-01-21,2027-07-15,active
LOAN003501,CUST004353,ACC004353,salary_advance,1868169,25,6,2026-02-21,2026-08-20,active
LOAN003502,CUST004354,ACC004354,micro_loan,531250,14,18,2025-04-07,2026-09-29,active
LOAN003503,CUST004356,ACC004356,consumer,1498490,21,7,2024-11-06,2025-06-04,active
LOAN003504,CUST004357,ACC004357,micro_loan,1559710,21,9,2024-11-01,2025-07-29,active
LOAN003505,CUST004358,ACC004358,consumer,1850078,25,16,2023-03-02,2024-06-24,active
LOAN003506,CUST004359,ACC004359,consumer,1927879,14,4,2025-12-16,2026-04-15,active
LOAN003507,CUST004361,ACC004361,consumer,693546,12,14,2025-05-02,2026-06-26,active
LOAN003508,CUST004363,ACC004363,micro_loan,710730,20,13,2023-06-29,2024-07-23,active
LOAN003509,CUST004364,ACC004364,consumer,2118738,13,15,2023-08-09,2024-11-01,active
LOAN003510,CUST004365,ACC004365,salary_advance,2423252,12,11,2024-11-10,2025-10-06,active
LOAN003511,CUST004366,ACC004366,salary_advance,1757077,14,10,2023-02-22,2023-12-19,active
LOAN003512,CUST004367,ACC004367,micro_loan,1681925,23,16,2023-11-11,2025-03-05,active
LOAN003513,CUST004368,ACC004368,consumer,2500000,17,16,2026-03-27,2027-07-20,active
LOAN003514,CUST004369,ACC004369,consumer,1943271,17,5,2026-03-12,2026-08-09,active
LOAN003515,CUST004370,ACC004370,micro_loan,1539800,15,11,2025-08-08,2026-07-04,active
LOAN003516,CUST004372,ACC004372,micro_loan,1283521,14,3,2025-12-23,2026-03-23,active
LOAN003517,CUST004373,ACC004373,consumer,1299831,15,10,2025-07-22,2026-05-18,active
LOAN003518,CUST004375,ACC004375,consumer,2500000,23,15,2024-07-17,2025-10-10,active
LOAN003519,CUST004377,ACC004377,micro_loan,1146344,17,7,2025-10-04,2026-05-02,active
LOAN003520,CUST004379,ACC004379,micro_loan,1141286,15,5,2023-07-28,2023-12-25,active
LOAN003521,CUST004380,ACC004380,micro_loan,2359593,17,16,2025-03-26,2026-07-19,active
LOAN003522,CUST004382,ACC004382,micro_loan,1748669,12,14,2023-07-17,2024-09-09,active
LOAN003523,CUST004384,ACC004384,consumer,2083110,17,5,2025-12-04,2026-05-03,active
LOAN003524,CUST004385,ACC004385,salary_advance,1160310,16,15,2025-06-08,2026-09-01,active
LOAN003525,CUST004386,ACC004386,micro_loan,2388813,14,12,2026-03-25,2027-03-20,active
LOAN003526,CUST004387,ACC004387,consumer,1946132,18,5,2024-03-27,2024-08-24,active
LOAN003527,CUST004389,ACC004389,micro_loan,1791928,13,4,2023-12-06,2024-04-04,active
LOAN003528,CUST004390,ACC004390,micro_loan,2500000,22,16,2023-12-16,2025-04-09,active
LOAN003529,CUST004391,ACC004391,consumer,1124657,20,6,2024-03-21,2024-09-17,active
LOAN003530,CUST004392,ACC004392,consumer,1734841,13,9,2024-10-11,2025-07-08,active
LOAN003531,CUST004393,ACC004393,consumer,975974,17,14,2025-05-08,2026-07-02,active
LOAN003532,CUST004394,ACC004394,salary_advance,876608,22,13,2025-02-24,2026-03-21,active
LOAN003533,CUST004396,ACC004396,consumer,1415636,22,7,2025-08-27,2026-03-25,active
LOAN003534,CUST004397,ACC004397,salary_advance,2137871,19,5,2024-07-23,2024-12-20,active
LOAN003535,CUST004398,ACC004398,salary_advance,2371779,16,6,2023-09-30,2024-03-28,active
LOAN003536,CUST004400,ACC004400,salary_advance,2198133,19,7,2025-10-02,2026-04-30,active
LOAN003537,CUST004402,ACC004402,salary_advance,1726816,19,9,2025-10-31,2026-07-28,active
LOAN003538,CUST004405,ACC004405,consumer,2060895,13,12,2025-07-04,2026-06-29,active
LOAN003539,CUST004406,ACC004406,consumer,2500000,16,14,2025-12-02,2027-01-26,active
LOAN003540,CUST004407,ACC004407,consumer,2131335,20,16,2025-06-22,2026-10-15,active
LOAN003541,CUST004408,ACC004408,salary_advance,1320822,15,7,2024-03-24,2024-10-20,active
LOAN003542,CUST004409,ACC004409,salary_advance,2500000,13,11,2023-12-14,2024-11-08,active
LOAN003543,CUST004411,ACC004411,salary_advance,1482229,12,3,2024-09-28,2024-12-27,active
LOAN003544,CUST004413,ACC004413,micro_loan,2074303,23,11,2023-12-08,2024-11-02,active
LOAN003545,CUST004416,ACC004416,micro_loan,2445802,16,5,2025-06-28,2025-11-25,active
LOAN003546,CUST004417,ACC004417,consumer,1096998,16,10,2023-04-28,2024-02-22,active
LOAN003547,CUST004419,ACC004419,consumer,2146446,15,12,2024-02-17,2025-02-11,active
LOAN003548,CUST004420,ACC004420,micro_loan,2186940,24,7,2025-09-15,2026-04-13,active
LOAN003549,CUST004421,ACC004421,micro_loan,2500000,13,16,2024-05-28,2025-09-20,active
LOAN003550,CUST004422,ACC004422,salary_advance,532260,16,17,2024-05-13,2025-10-05,active
LOAN003551,CUST004424,ACC004424,salary_advance,1146091,25,9,2026-03-10,2026-12-05,active
LOAN003552,CUST004425,ACC004425,salary_advance,503712,23,3,2024-09-01,2024-11-30,active
LOAN003553,CUST004426,ACC004426,micro_loan,2055961,16,16,2025-05-18,2026-09-10,active
LOAN003554,CUST004427,ACC004427,salary_advance,2500000,25,14,2023-09-01,2024-10-25,active
LOAN003555,CUST004429,ACC004429,salary_advance,1824594,13,11,2025-07-16,2026-06-11,active
LOAN003556,CUST004430,ACC004430,consumer,2043839,20,11,2025-07-03,2026-05-29,active
LOAN003557,CUST004431,ACC004431,micro_loan,2257687,19,4,2025-01-20,2025-05-20,active
LOAN003558,CUST004432,ACC004432,consumer,1195534,14,15,2024-01-24,2025-04-18,active
LOAN003559,CUST004435,ACC004435,consumer,2189522,19,18,2023-12-05,2025-05-28,active
LOAN003560,CUST004436,ACC004436,salary_advance,592608,19,7,2024-07-04,2025-01-30,active
LOAN003561,CUST004437,ACC004437,consumer,2500000,17,14,2025-07-26,2026-09-19,active
LOAN003562,CUST004438,ACC004438,consumer,2273655,13,9,2026-02-16,2026-11-13,active
LOAN003563,CUST004439,ACC004439,micro_loan,1203232,21,11,2024-08-03,2025-06-29,active
LOAN003564,CUST004441,ACC004441,consumer,734674,17,13,2024-09-21,2025-10-16,active
LOAN003565,CUST004442,ACC004442,consumer,2331573,15,10,2024-04-22,2025-02-16,active
LOAN003566,CUST004443,ACC004443,consumer,952198,20,11,2025-04-20,2026-03-16,active
LOAN003567,CUST004444,ACC004444,consumer,930202,17,14,2025-04-22,2026-06-16,active
LOAN003568,CUST004446,ACC004446,consumer,1648308,23,17,2024-10-10,2026-03-04,active
LOAN003569,CUST004447,ACC004447,consumer,1287484,15,15,2023-12-20,2025-03-14,active
LOAN003570,CUST004448,ACC004448,micro_loan,705692,22,13,2024-01-10,2025-02-03,active
LOAN003571,CUST004450,ACC004450,consumer,1473062,15,9,2023-07-20,2024-04-15,active
LOAN003572,CUST004452,ACC004452,salary_advance,785552,16,5,2024-04-25,2024-09-22,active
LOAN003573,CUST004453,ACC004453,salary_advance,1480192,17,10,2023-09-22,2024-07-18,active
LOAN003574,CUST004454,ACC004454,salary_advance,1818220,17,10,2025-05-15,2026-03-11,active
LOAN003575,CUST004455,ACC004455,salary_advance,1974988,22,11,2025-06-23,2026-05-19,active
LOAN003576,CUST004456,ACC004456,micro_loan,990770,14,9,2022-12-27,2023-09-23,active
LOAN003577,CUST004457,ACC004457,consumer,2469936,18,11,2024-11-19,2025-10-15,active
LOAN003578,CUST004458,ACC004458,micro_loan,963985,13,3,2024-09-21,2024-12-20,active
LOAN003579,CUST004459,ACC004459,micro_loan,1292137,23,18,2024-09-13,2026-03-07,active
LOAN003580,CUST004460,ACC004460,salary_advance,1413578,17,14,2023-02-20,2024-04-15,active
LOAN003581,CUST004461,ACC004461,consumer,1479733,18,14,2024-09-29,2025-11-23,active
LOAN003582,CUST004462,ACC004462,micro_loan,678723,23,10,2024-12-01,2025-09-27,active
LOAN003583,CUST004463,ACC004463,salary_advance,404985,12,11,2025-07-25,2026-06-20,active
LOAN003584,CUST004464,ACC004464,salary_advance,820182,23,18,2024-08-30,2026-02-21,active
LOAN003585,CUST004465,ACC004465,micro_loan,1946977,14,3,2025-09-12,2025-12-11,active
LOAN003586,CUST004466,ACC004466,salary_advance,2500000,25,3,2025-10-12,2026-01-10,active
LOAN003587,CUST004468,ACC004468,micro_loan,1813420,15,8,2025-06-25,2026-02-20,active
LOAN003588,CUST004470,ACC004470,micro_loan,1452879,25,3,2023-11-13,2024-02-11,active
LOAN003589,CUST004471,ACC004471,salary_advance,740440,20,15,2024-12-14,2026-03-09,active
LOAN003590,CUST004473,ACC004473,micro_loan,1048997,17,4,2026-01-03,2026-05-03,active
LOAN003591,CUST004474,ACC004474,salary_advance,1336801,21,16,2023-01-26,2024-05-20,active
LOAN003592,CUST004475,ACC004475,salary_advance,2166410,20,5,2025-12-29,2026-05-28,active
LOAN003593,CUST004476,ACC004476,micro_loan,656684,15,12,2023-02-14,2024-02-09,active
LOAN003594,CUST004477,ACC004477,salary_advance,558961,22,4,2024-05-30,2024-09-27,active
LOAN003595,CUST004478,ACC004478,micro_loan,1797932,21,5,2025-01-30,2025-06-29,active
LOAN003596,CUST004479,ACC004479,consumer,1947259,25,8,2024-11-30,2025-07-28,active
LOAN003597,CUST004480,ACC004480,micro_loan,2123453,17,13,2024-01-01,2025-01-25,active
LOAN003598,CUST004481,ACC004481,salary_advance,913733,25,5,2025-03-29,2025-08-26,active
LOAN003599,CUST004482,ACC004482,salary_advance,1367814,19,18,2023-05-25,2024-11-15,active
LOAN003600,CUST004483,ACC004483,consumer,1965340,16,3,2025-03-03,2025-06-01,active
LOAN003601,CUST004484,ACC004484,micro_loan,733754,12,6,2024-10-23,2025-04-21,active
LOAN003602,CUST004486,ACC004486,salary_advance,2500000,18,10,2025-09-19,2026-07-16,active
LOAN003603,CUST004488,ACC004488,consumer,1118520,24,9,2023-06-03,2024-02-28,active
LOAN003604,CUST004489,ACC004489,consumer,1978761,17,18,2023-02-26,2024-08-19,active
LOAN003605,CUST004490,ACC004490,consumer,1815398,23,17,2026-03-09,2027-08-01,active
LOAN003606,CUST004491,ACC004491,micro_loan,1505990,12,10,2025-03-13,2026-01-07,active
LOAN003607,CUST004492,ACC004492,micro_loan,1472856,25,6,2026-03-25,2026-09-21,active
LOAN003608,CUST004493,ACC004493,consumer,583290,17,14,2024-03-19,2025-05-13,active
LOAN003609,CUST004494,ACC004494,micro_loan,1548618,21,12,2025-01-09,2026-01-04,active
LOAN003610,CUST004495,ACC004495,salary_advance,456148,22,3,2024-06-02,2024-08-31,active
LOAN003611,CUST004496,ACC004496,micro_loan,2237688,21,8,2023-10-08,2024-06-04,active
LOAN003612,CUST004498,ACC004498,consumer,1833534,21,7,2026-02-11,2026-09-09,active
LOAN003613,CUST004500,ACC004500,micro_loan,1085540,12,9,2024-10-01,2025-06-28,active
LOAN003614,CUST004501,ACC004501,micro_loan,2314552,14,10,2024-06-06,2025-04-02,active
LOAN003615,CUST004502,ACC004502,consumer,561066,23,3,2024-11-09,2025-02-07,active
LOAN003616,CUST004503,ACC004503,micro_loan,2500000,13,7,2025-08-16,2026-03-14,active
LOAN003617,CUST004504,ACC004504,micro_loan,1817210,14,18,2023-02-15,2024-08-08,active
LOAN003618,CUST004506,ACC004506,micro_loan,2500000,14,10,2023-08-27,2024-06-22,active
LOAN003619,CUST004507,ACC004507,salary_advance,2113683,20,16,2024-08-04,2025-11-27,active
LOAN003620,CUST004509,ACC004509,salary_advance,1126851,22,16,2024-08-12,2025-12-05,active
LOAN003621,CUST004510,ACC004510,salary_advance,1028854,24,10,2023-05-11,2024-03-06,active
LOAN003622,CUST004511,ACC004511,salary_advance,1482314,21,10,2024-07-16,2025-05-12,active
LOAN003623,CUST004512,ACC004512,consumer,1421724,20,5,2023-12-23,2024-05-21,active
LOAN003624,CUST004513,ACC004513,consumer,2500000,17,3,2023-10-24,2024-01-22,active
LOAN003625,CUST004514,ACC004514,salary_advance,1769724,23,7,2024-06-19,2025-01-15,active
LOAN003626,CUST004515,ACC004515,salary_advance,754379,12,18,2024-12-21,2026-06-14,active
LOAN003627,CUST004516,ACC004516,micro_loan,1041784,15,11,2024-09-20,2025-08-16,active
LOAN003628,CUST004519,ACC004519,consumer,828761,23,6,2022-12-27,2023-06-25,active
LOAN003629,CUST004520,ACC004520,consumer,413859,25,6,2023-12-04,2024-06-01,active
LOAN003630,CUST004521,ACC004521,consumer,2269427,18,14,2025-07-02,2026-08-26,active
LOAN003631,CUST004523,ACC004523,consumer,660514,17,9,2023-10-23,2024-07-19,active
LOAN003632,CUST004524,ACC004524,micro_loan,2500000,13,10,2023-10-09,2024-08-04,active
LOAN003633,CUST004526,ACC004526,salary_advance,2500000,15,12,2025-09-26,2026-09-21,active
LOAN003634,CUST004527,ACC004527,salary_advance,2500000,24,3,2024-10-24,2025-01-22,active
LOAN003635,CUST004528,ACC004528,salary_advance,1540372,13,15,2024-02-25,2025-05-20,active
LOAN003636,CUST004529,ACC004529,salary_advance,1833292,19,7,2024-10-05,2025-05-03,active
LOAN003637,CUST004530,ACC004530,micro_loan,1391428,25,13,2024-05-21,2025-06-15,active
LOAN003638,CUST004531,ACC004531,micro_loan,992315,17,18,2023-04-02,2024-09-23,active
LOAN003639,CUST004532,ACC004532,consumer,2335624,16,11,2024-09-02,2025-07-29,active
LOAN003640,CUST004534,ACC004534,salary_advance,659140,21,13,2025-02-01,2026-02-26,active
LOAN003641,CUST004535,ACC004535,salary_advance,2216638,13,11,2025-09-14,2026-08-10,active
LOAN003642,CUST004536,ACC004536,salary_advance,1728309,24,3,2024-09-03,2024-12-02,active
LOAN003643,CUST004537,ACC004537,salary_advance,2212988,21,12,2025-05-04,2026-04-29,active
LOAN003644,CUST004538,ACC004538,consumer,2198919,22,12,2023-09-09,2024-09-03,active
LOAN003645,CUST004539,ACC004539,consumer,1341177,12,6,2024-01-26,2024-07-24,active
LOAN003646,CUST004541,ACC004541,consumer,2299913,20,9,2023-03-23,2023-12-18,active
LOAN003647,CUST004542,ACC004542,consumer,1611590,15,13,2023-12-06,2024-12-30,active
LOAN003648,CUST004543,ACC004543,consumer,1081291,14,8,2024-04-09,2024-12-05,active
LOAN003649,CUST004547,ACC004547,consumer,2001828,20,13,2024-01-11,2025-02-04,active
LOAN003650,CUST004548,ACC004548,micro_loan,2220736,25,9,2023-04-30,2024-01-25,active
LOAN003651,CUST004549,ACC004549,consumer,2500000,14,12,2022-12-27,2023-12-22,active
LOAN003652,CUST004550,ACC004550,consumer,2451182,21,3,2025-08-13,2025-11-11,active
LOAN003653,CUST004551,ACC004551,salary_advance,1089274,24,12,2023-10-27,2024-10-21,active
LOAN003654,CUST004552,ACC004552,consumer,1471988,25,5,2025-02-09,2025-07-09,active
LOAN003655,CUST004554,ACC004554,consumer,2122371,18,15,2025-04-09,2026-07-03,active
LOAN003656,CUST004555,ACC004555,consumer,439439,18,4,2024-08-09,2024-12-07,active
LOAN003657,CUST004557,ACC004557,salary_advance,1070759,24,12,2026-03-27,2027-03-22,active
LOAN003658,CUST004558,ACC004558,salary_advance,2155287,18,10,2025-03-29,2026-01-23,active
