account_id,customer_id,account_type,currency,opened_at,status,current_balance,available_balance
ACC006187,CUST006187,savings,UGX,2023-05-21,open,4472776,4472776
ACC006188,CUST006188,wallet,UGX,2024-03-23,open,1491369,1139059
ACC006189,CUST006189,checking,UGX,2025-03-29,open,3489359,3489359
ACC006190,CUST006190,merchant,UGX,2023-12-23,open,2813015,2750270
ACC006191,CUST006191,merchant,UGX,2024-12-02,open,3956200,3905870
ACC006192,CUST006192,wallet,UGX,2025-08-05,open,1783462,1637057
ACC006193,CUST006193,wallet,UGX,2024-09-19,frozen,2070260,1901105
ACC006194,CUST006194,checking,UGX,2025-06-17,open,1704214,1477729
ACC006195,CUST006195,savings,UGX,2023-01-28,open,1377067,1209747
ACC006196,CUST006196,checking,UGX,2026-03-06,open,2362209,2236719
ACC006197,CUST006197,merchant,UGX,2024-09-12,open,1494436,1228621
ACC006198,CUST006198,wallet,UGX,2024-12-25,open,849944,447304
ACC006199,CUST006199,checking,UGX,2024-03-05,open,1949683,1722363
ACC006200,CUST006200,checking,UGX,2025-03-19,open,2352997,2097262
ACC006201,CUST006201,checking,UGX,2025-07-02,open,3693883,3693883
ACC006202,CUST006202,merchant,UGX,2025-03-11,open,4895103,4838273
ACC006203,CUST006203,wallet,UGX,2023-12-31,open,2137889,2012399
ACC006204,CUST006204,wallet,UGX,2025-01-24,open,1934229,1766909
ACC006205,CUST006205,checking,UGX,2025-12-06,frozen,1296255,1024360
ACC006206,CUST006206,savings,UGX,2023-01-09,frozen,1363013,1024703
ACC006207,CUST006207,savings,UGX,2024-02-18,open,2483179,2341104
ACC006208,CUST006208,wallet,UGX,2023-08-25,open,3955673,3955673
ACC006209,CUST006209,checking,UGX,2023-02-20,open,1624828,1391428
ACC006210,CUST006210,checking,UGX,2025-12-25,open,1951274,1738554
ACC006211,CUST006211,savings,UGX,2023-08-27,frozen,1514818,1304758
ACC006212,CUST006212,savings,UGX,2025-08-08,open,3434804,3301854
ACC006213,CUST006213,wallet,UGX,2024-12-03,open,778868,443768
ACC006214,CUST006214,wallet,UGX,2023-08-09,frozen,2014339,1842529
ACC006215,CUST006215,merchant,UGX,2023-02-19,open,883890,546630
ACC006216,CUST006216,savings,UGX,2024-11-25,open,2473496,2304956
ACC006217,CUST006217,merchant,UGX,2025-09-28,open,2389321,2220781
ACC006218,CUST006218,savings,UGX,2025-08-05,open,1712851,1447861
ACC006219,CUST006219,checking,UGX,2024-09-26,open,2017388,1921938
ACC006220,CUST006220,savings,UGX,2025-07-05,open,3529351,3529351
ACC006221,CUST006221,checking,UGX,2023-12-20,open,3493276,3360326
ACC006222,CUST006222,wallet,UGX,2024-09-11,open,2045502,1892782
ACC006223,CUST006223,wallet,UGX,2024-01-15,open,813639,486879
ACC006224,CUST006224,wallet,UGX,2023-12-01,frozen,1937833,1671933
ACC006225,CUST006225,checking,UGX,2026-01-07,open,686430,438260
ACC006226,CUST006226,savings,UGX,2025-07-19,open,1839322,1724782
ACC006227,CUST006227,savings,UGX,2025-04-17,open,4541136,4541136
ACC006228,CUST006228,savings,UGX,2023-03-12,frozen,3954179,3907499
ACC006229,CUST006229,checking,UGX,2023-04-04,open,2129106,2071836
ACC006230,CUST006230,wallet,UGX,2025-05-24,open,3865031,3732081
ACC006231,CUST006231,merchant,UGX,2023-06-13,frozen,2411505,2411505
ACC006232,CUST006232,savings,UGX,2025-01-03,open,2213154,2213154
ACC006233,CUST006233,merchant,UGX,2023-11-15,frozen,858840,629760
ACC006234,CUST006234,checking,UGX,2025-12-17,open,1413108,1109688
ACC006235,CUST006235,savings,UGX,2023-09-06,open,2455476,2321846
ACC006236,CUST006236,wallet,UGX,2025-09-05,open,2199153,2141883
ACC006237,CUST006237,wallet,UGX,2024-06-19,open,1099388,786628
ACC006238,CUST006238,merchant,UGX,2024-04-21,open,1331426,1065526
ACC006239,CUST006239,savings,UGX,2025-03-04,open,2093637,2036367
ACC006240,CUST006240,checking,UGX,2023-03-26,open,2320092,2320092
ACC006241,CUST006241,wallet,UGX,2025-02-27,open,3012981,3012981
ACC006242,CUST006242,checking,UGX,2026-01-11,open,659356,392096
ACC006243,CUST006243,merchant,UGX,2025-07-14,open,2551030,2410580
ACC006244,CUST006244,savings,UGX,2025-02-17,open,4044823,4044823
ACC006245,CUST006245,savings,UGX,2023-10-22,frozen,3032778,2994598
ACC006246,CUST006246,checking,UGX,2026-02-23,open,1765779,1574879
ACC006247,CUST006247,merchant,UGX,2024-11-28,open,3280814,3257474
ACC006248,CUST006248,savings,UGX,2024-08-04,open,4316552,4316552
ACC006249,CUST006249,checking,UGX,2024-11-08,open,2439758,2363398
ACC006250,CUST006250,checking,UGX,2025-09-15,open,2741214,2703034
ACC006251,CUST006251,checking,UGX,2025-06-27,open,1456599,1303879
ACC006252,CUST006252,checking,UGX,2023-12-04,open,3240973,3161203
ACC006253,CUST006253,checking,UGX,2025-05-19,open,3573781,3573781
ACC006254,CUST006254,savings,UGX,2023-01-22,open,3480434,3461344
ACC006255,CUST006255,savings,UGX,2025-04-19,open,2919508,2680198
ACC006256,CUST006256,savings,UGX,2025-09-25,open,1995664,1809534
ACC006257,CUST006257,wallet,UGX,2024-12-27,open,1836188,1679808
ACC006258,CUST006258,savings,UGX,2024-01-27,open,2742776,2672756
ACC006259,CUST006259,wallet,UGX,2023-11-28,open,902505,673425
ACC006260,CUST006260,savings,UGX,2024-05-23,open,1798688,1665058
ACC006261,CUST006261,savings,UGX,2025-07-18,open,2368930,2368930
ACC006262,CUST006262,savings,UGX,2024-07-01,open,1354131,1035051
ACC006263,CUST006263,wallet,UGX,2023-05-05,open,3154352,3014312
ACC006264,CUST006264,wallet,UGX,2024-12-05,open,1016326,787246
ACC006265,CUST006265,checking,UGX,2023-09-05,open,2347330,2137270
ACC006266,CUST006266,checking,UGX,2024-05-18,open,1658471,1524841
ACC006267,CUST006267,checking,UGX,2023-02-09,frozen,3622454,3622454
ACC006268,CUST006268,checking,UGX,2025-01-05,frozen,2054714,1940174
ACC006269,CUST006269,merchant,UGX,2023-02-12,frozen,4972958,4916778
ACC006270,CUST006270,savings,UGX,2024-04-12,open,632562,365302
ACC006271,CUST006271,savings,UGX,2026-03-11,open,850802,457542
ACC006272,CUST006272,checking,UGX,2024-02-05,open,2268680,2135050
ACC006273,CUST006273,merchant,UGX,2023-08-17,frozen,1754223,1389053
ACC006274,CUST006274,checking,UGX,2023-11-03,open,2885401,2740861
ACC006275,CUST006275,checking,UGX,2025-08-09,open,1575309,1422589
ACC006276,CUST006276,merchant,UGX,2025-04-24,open,2429375,2333925
ACC006277,CUST006277,merchant,UGX,2025-11-09,open,2397710,2397710
ACC006278,CUST006278,wallet,UGX,2025-03-27,open,3976011,3922831
ACC006279,CUST006279,merchant,UGX,2024-11-17,open,1355796,1075716
ACC006280,CUST006280,savings,UGX,2025-12-29,open,3019385,2930025
ACC006281,CUST006281,checking,UGX,2025-01-13,open,2260806,2184446
ACC006282,CUST006282,savings,UGX,2024-02-03,frozen,1366711,1137631
ACC006283,CUST006283,wallet,UGX,2023-10-15,frozen,1225629,906549
ACC006284,CUST006284,savings,UGX,2025-10-12,open,2767367,2729187
ACC006285,CUST006285,checking,UGX,2025-09-08,open,2443383,2350023
ACC006286,CUST006286,wallet,UGX,2026-03-17,open,3443738,3363968
ACC006287,CUST006287,wallet,UGX,2025-10-22,open,2444681,2351321
ACC006288,CUST006288,merchant,UGX,2023-10-22,open,1506895,1354175
ACC006289,CUST006289,merchant,UGX,2026-01-02,open,1816814,1683184
ACC006290,CUST006290,wallet,UGX,2025-04-11,open,2135335,2113420
ACC006291,CUST006291,merchant,UGX,2024-03-14,open,1815394,1815394
ACC006292,CUST006292,wallet,UGX,2025-02-01,open,1493393,1230413
ACC006293,CUST006293,savings,UGX,2023-12-19,open,2969222,2894562
ACC006294,CUST006294,merchant,UGX,2025-11-15,open,2148240,2133825
ACC006295,CUST006295,merchant,UGX,2026-03-07,open,1919490,1831165
ACC006296,CUST006296,merchant,UGX,2023-01-28,open,631603,370293
ACC006297,CUST006297,merchant,UGX,2025-09-10,open,721640,519830
ACC006298,CUST006298,merchant,UGX,2024-11-11,open,2073427,2030182
ACC006299,CUST006299,checking,UGX,2024-08-28,frozen,1392383,1277063
ACC006300,CUST006300,checking,UGX,2026-02-19,open,724900,566335
ACC006301,CUST006301,savings,UGX,2024-08-07,open,3087606,3087606
ACC006302,CUST006302,checking,UGX,2023-08-02,frozen,2812875,2659470
ACC006303,CUST006303,wallet,UGX,2025-12-28,open,718902,412092
ACC006304,CUST006304,savings,UGX,2024-11-26,open,1039063,833748
ACC006305,CUST006305,merchant,UGX,2025-07-29,open,1476710,1476710
ACC006306,CUST006306,checking,UGX,2024-05-17,frozen,2843071,2843071
ACC006307,CUST006307,wallet,UGX,2025-03-09,open,1393717,1287727
ACC006308,CUST006308,merchant,UGX,2026-01-24,open,1439348,1424933
ACC006309,CUST006309,merchant,UGX,2023-12-09,open,1307867,1178132
ACC006310,CUST006310,checking,UGX,2024-05-30,frozen,3229169,3229169
ACC006311,CUST006311,wallet,UGX,2023-11-12,open,1469217,1368312
ACC006312,CUST006312,wallet,UGX,2026-03-04,open,1924034,1924034
ACC006313,CUST006313,wallet,UGX,2025-09-26,open,1336861,1142546
ACC006314,CUST006314,wallet,UGX,2025-05-27,open,836110,663130
ACC006315,CUST006315,checking,UGX,2024-08-23,open,1162772,938792
ACC006316,CUST006316,savings,UGX,2025-07-27,open,1557650,1499990
ACC006317,CUST006317,checking,UGX,2023-06-19,frozen,1375662,1163682
ACC006318,CUST006318,checking,UGX,2023-05-07,frozen,553045,365650
ACC006319,CUST006319,savings,UGX,2023-02-16,open,3541847,3519932
ACC006320,CUST006320,merchant,UGX,2025-01-01,open,560654,313344
ACC006321,CUST006321,checking,UGX,2025-05-31,open,963734,790754
ACC006322,CUST006322,wallet,UGX,2023-02-19,open,930536,757556
ACC006323,CUST006323,savings,UGX,2025-05-27,open,2217812,2077322
ACC006324,CUST006324,merchant,UGX,2024-03-09,open,2638580,2451260
ACC006325,CUST006325,checking,UGX,2025-10-21,open,998771,756126
ACC006326,CUST006326,wallet,UGX,2023-02-22,frozen,1356318,1206998
ACC006327,CUST006327,savings,UGX,2026-01-25,frozen,765398,504088
ACC006328,CUST006328,merchant,UGX,2024-04-25,open,1716988,1644913
ACC006329,CUST006329,checking,UGX,2026-02-06,open,1544803,1415068
ACC006330,CUST006330,checking,UGX,2024-03-01,open,699485,512090
ACC006331,CUST006331,merchant,UGX,2023-02-07,frozen,2058298,2015053
ACC006332,CUST006332,savings,UGX,2025-06-11,open,635702,433892
ACC006333,CUST006333,wallet,UGX,2024-07-26,open,3137356,3137356
ACC006334,CUST006334,savings,UGX,2025-07-16,open,2708761,2650516
ACC006335,CUST006335,merchant,UGX,2024-07-01,open,1742884,1645809
ACC006336,CUST006336,wallet,UGX,2023-12-22,open,1219575,1075425
ACC006337,CUST006337,merchant,UGX,2025-12-06,open,2322729,2322729
ACC006338,CUST006338,checking,UGX,2024-08-09,open,1660660,1646245
ACC006339,CUST006339,checking,UGX,2025-03-31,open,631940,458960
ACC006340,CUST006340,savings,UGX,2025-12-12,frozen,1750714,1736299
ACC006341,CUST006341,wallet,UGX,2024-08-23,open,1307420,1192100
ACC006342,CUST006342,checking,UGX,2024-12-09,open,2466837,2313432
ACC006343,CUST006343,merchant,UGX,2023-06-18,open,1444150,1444150
ACC006344,CUST006344,checking,UGX,2023-02-03,frozen,1202032,1115542
ACC006345,CUST006345,checking,UGX,2023-01-17,open,726808,479498
ACC006346,CUST006346,wallet,UGX,2024-05-17,open,2898262,2879597
ACC006347,CUST006347,merchant,UGX,2023-08-20,frozen,1801982,1678327
ACC006348,CUST006348,checking,UGX,2023-07-31,open,2583006,2568591
ACC006349,CUST006349,checking,UGX,2025-02-12,open,1885397,1885397
ACC006350,CUST006350,savings,UGX,2024-06-25,open,1928584,1687519
ACC006351,CUST006351,wallet,UGX,2025-05-13,frozen,1574980,1486655
ACC006352,CUST006352,savings,UGX,2022-12-30,open,1597297,1491307
ACC006353,CUST006353,wallet,UGX,2025-11-04,open,3271545,3271545
ACC006354,CUST006354,wallet,UGX,2026-01-03,open,2570821,2458831
ACC006355,CUST006355,wallet,UGX,2024-03-01,open,1552400,1451495
ACC006356,CUST006356,checking,UGX,2025-07-16,open,2457818,2326328
ACC006357,CUST006357,checking,UGX,2024-08-21,open,1846395,1774320
ACC006358,CUST006358,merchant,UGX,2024-02-08,open,874198,686803
ACC006359,CUST006359,wallet,UGX,2023-02-26,frozen,3032749,3032749
ACC006360,CUST006360,wallet,UGX,2023-01-15,frozen,1849602,1608537
ACC006361,CUST006361,wallet,UGX,2023-12-06,frozen,600373,339063
ACC006362,CUST006362,checking,UGX,2023-07-27,open,1379457,1155477
ACC006363,CUST006363,merchant,UGX,2024-05-02,open,1739740,1590420
ACC006364,CUST006364,wallet,UGX,2024-12-16,open,620008,390363
ACC006365,CUST006365,merchant,UGX,2025-08-05,open,2190190,2175775
ACC006366,CUST006366,checking,UGX,2023-09-25,open,1733285,1565300
ACC006367,CUST006367,wallet,UGX,2025-11-22,open,1400042,1158977
ACC006368,CUST006368,wallet,UGX,2025-11-10,frozen,1486025,1374035
ACC006369,CUST006369,checking,UGX,2025-10-21,open,674013,345288
ACC006370,CUST006370,checking,UGX,2023-04-28,open,1254463,1139143
ACC006371,CUST006371,merchant,UGX,2025-10-01,open,1061976,961071
ACC006372,CUST006372,checking,UGX,2024-06-15,frozen,2379769,2182534
ACC006373,CUST006373,wallet,UGX,2023-11-06,open,1744969,1644064
ACC006374,CUST006374,savings,UGX,2026-03-06,frozen,876760,718195
ACC006375,CUST006375,merchant,UGX,2025-12-31,open,1995078,1995078
ACC006376,CUST006376,wallet,UGX,2024-06-05,open,1397672,1256352
ACC006377,CUST006377,merchant,UGX,2024-05-23,open,1003040,755730
ACC006378,CUST006378,wallet,UGX,2025-05-05,open,836785,678220
ACC006379,CUST006379,savings,UGX,2023-07-17,open,2295466,2276801
ACC006380,CUST006380,merchant,UGX,2026-02-12,open,1246904,1160414
ACC006381,CUST006381,savings,UGX,2023-12-20,open,835731,593086
ACC006382,CUST006382,wallet,UGX,2024-05-25,open,1487992,1338672
ACC006383,CUST006383,checking,UGX,2025-02-14,frozen,1168996,1010431
ACC006384,CUST006384,checking,UGX,2025-08-12,open,1826844,1826844
ACC006385,CUST006385,savings,UGX,2024-05-06,open,2088523,2088523
ACC006386,CUST006386,wallet,UGX,2024-01-25,open,1000134,827154
ACC006387,CUST006387,savings,UGX,2023-09-07,open,2014845,1873525
ACC006388,CUST006388,merchant,UGX,2023-08-04,open,971108,776793
ACC006389,CUST006389,savings,UGX,2025-04-27,open,2210027,2210027
ACC006390,CUST006390,wallet,UGX,2025-06-23,open,451073,249263
ACC006391,CUST006391,savings,UGX,2025-03-02,frozen,1484316,1342996
ACC006392,CUST006392,checking,UGX,2024-10-25,open,1871254,1761679
ACC006393,CUST006393,wallet,UGX,2024-04-27,open,760097,498787
ACC006394,CUST006394,wallet,UGX,2024-04-02,open,986607,679797
ACC006395,CUST006395,checking,UGX,2023-03-08,open,3381481,3337651
ACC006396,CUST006396,wallet,UGX,2023-06-25,open,508468,321073
ACC006397,CUST006397,savings,UGX,2025-08-23,open,4356342,4356342
ACC006398,CUST006398,wallet,UGX,2023-12-23,open,1189124,1073804
ACC006399,CUST006399,checking,UGX,2026-01-28,open,1277501,1234256
ACC006400,CUST006400,savings,UGX,2024-09-15,open,1351255,1293595
ACC006401,CUST006401,checking,UGX,2026-02-25,open,1650222,1534902
ACC006402,CUST006402,savings,UGX,2025-09-12,open,2299266,2299266
ACC006403,CUST006403,wallet,UGX,2026-01-05,open,2100683,2082018
ACC006404,CUST006404,savings,UGX,2025-06-24,open,2515323,2493408
ACC006405,CUST006405,merchant,UGX,2025-05-14,open,886189,742039
ACC006406,CUST006406,wallet,UGX,2026-02-18,open,1231825,1188580
ACC006407,CUST006407,savings,UGX,2023-07-17,open,1399558,1212908
ACC006408,CUST006408,savings,UGX,2023-06-23,open,452292,250482
ACC006409,CUST006409,checking,UGX,2023-02-20,open,978639,766659
ACC006410,CUST006410,merchant,UGX,2026-01-12,open,1703145,1572490
ACC006411,CUST006411,savings,UGX,2023-01-03,open,4239368,4239368
ACC006412,CUST006412,checking,UGX,2023-08-03,open,2837880,2706390
ACC006413,CUST006413,savings,UGX,2023-03-15,open,2914775,2914775
ACC006414,CUST006414,savings,UGX,2025-09-25,frozen,1658865,1572375
ACC006415,CUST006415,checking,UGX,2025-11-27,open,863308,633663
ACC006416,CUST006416,savings,UGX,2025-09-13,open,1188960,946315
ACC006417,CUST006417,savings,UGX,2023-06-07,open,1045907,739097
ACC006418,CUST006418,merchant,UGX,2023-03-25,open,1718463,1631973
ACC006419,CUST006419,checking,UGX,2023-08-11,open,1084246,872266
ACC006420,CUST006420,merchant,UGX,2024-10-20,frozen,2262171,2262171
ACC006421,CUST006421,checking,UGX,2025-05-25,frozen,2006907,1913582
ACC006422,CUST006422,wallet,UGX,2025-05-05,open,2470225,2451560
ACC006423,CUST006423,checking,UGX,2023-03-29,open,1700318,1532333
ACC006424,CUST006424,checking,UGX,2023-07-23,frozen,1775948,1616963
ACC006425,CUST006425,wallet,UGX,2022-12-24,open,2110528,1986873
ACC006426,CUST006426,checking,UGX,2023-12-19,open,855149,682169
ACC006427,CUST006427,merchant,UGX,2025-08-02,open,873298,498658
ACC006428,CUST006428,merchant,UGX,2024-12-20,open,1499876,1195481
ACC006429,CUST006429,merchant,UGX,2025-03-13,frozen,1576538,1446803
ACC006430,CUST006430,wallet,UGX,2025-11-22,open,1482828,1258848
ACC006431,CUST006431,merchant,UGX,2025-09-23,open,609212,257987
ACC006432,CUST006432,wallet,UGX,2024-12-16,open,1474372,1169977
ACC006433,CUST006433,wallet,UGX,2023-05-25,open,1162819,1047499
ACC006434,CUST006434,wallet,UGX,2023-05-28,open,1762425,1762425
ACC006435,CUST006435,savings,UGX,2023-07-26,open,2101224,1926489
ACC006436,CUST006436,wallet,UGX,2025-07-15,open,1166314,952749
ACC006437,CUST006437,checking,UGX,2024-09-11,open,1233326,1175666
ACC006438,CUST006438,savings,UGX,2025-11-06,open,1061583,884933
ACC006439,CUST006439,wallet,UGX,2024-04-18,open,3017360,2980030
ACC006440,CUST006440,savings,UGX,2023-03-16,open,1150179,1008859
ACC006441,CUST006441,wallet,UGX,2024-12-23,open,519118,168478
ACC006442,CUST006442,merchant,UGX,2025-07-05,open,959825,801260
ACC006443,CUST006443,savings,UGX,2025-09-20,open,2819416,2819416
ACC006444,CUST006444,wallet,UGX,2025-03-03,open,1743828,1743828
ACC006445,CUST006445,wallet,UGX,2023-03-08,frozen,1729380,1605725
ACC006446,CUST006446,merchant,UGX,2024-02-14,open,1713819,1601829
ACC006447,CUST006447,checking,UGX,2023-08-09,open,1696770,1566115
ACC006448,CUST006448,savings,UGX,2024-01-15,open,1976767,1941437
ACC006449,CUST006449,checking,UGX,2023-06-20,open,1022201,715391
ACC006450,CUST006450,checking,UGX,2025-04-11,open,2344869,2301624
ACC006451,CUST006451,checking,UGX,2026-01-30,open,1426227,1310907
ACC006452,CUST006452,savings,UGX,2024-01-26,open,2215961,2062556
ACC006453,CUST006453,savings,UGX,2025-12-08,open,3207663,3207663
ACC006454,CUST006454,savings,UGX,2025-02-04,open,1684322,1569002
ACC006455,CUST006455,savings,UGX,2024-04-25,open,1337722,1222402
ACC006456,CUST006456,wallet,UGX,2023-10-04,open,2031838,2003008
ACC006457,CUST006457,checking,UGX,2026-02-22,open,1332766,1183446
ACC006458,CUST006458,merchant,UGX,2023-08-02,frozen,830619,583309
ACC006459,CUST006459,savings,UGX,2023-09-30,open,1365920,1153940
ACC006460,CUST006460,merchant,UGX,2023-12-15,open,2668304,2668304
ACC006461,CUST006461,savings,UGX,2024-08-01,open,1892829,1892829
ACC006462,CUST006462,wallet,UGX,2024-04-25,open,1518696,1388961
ACC006463,CUST006463,merchant,UGX,2023-07-13,frozen,1380263,1291938
ACC006464,CUST006464,checking,UGX,2023-11-25,open,2420369,2405954
ACC006465,CUST006465,wallet,UGX,2025-05-19,open,801915,540605
ACC006466,CUST006466,checking,UGX,2023-03-12,open,1393951,1252631
ACC006467,CUST006467,checking,UGX,2025-05-22,open,1088551,973231
ACC006468,CUST006468,checking,UGX,2023-04-12,open,3059327,3003332
ACC006469,CUST006469,savings,UGX,2026-02-08,open,2195968,2142973
ACC006470,CUST006470,savings,UGX,2023-07-08,open,1636139,1578479
ACC006471,CUST006471,wallet,UGX,2023-04-04,open,842202,640392
ACC006472,CUST006472,checking,UGX,2024-12-25,open,1570118,1364803
ACC006473,CUST006473,merchant,UGX,2024-12-28,frozen,771876,570066
ACC006474,CUST006474,merchant,UGX,2023-10-02,open,2736779,2666119
ACC006475,CUST006475,wallet,UGX,2025-06-07,open,2452974,2452974
ACC006476,CUST006476,checking,UGX,2023-06-29,open,2019133,1930808
ACC006477,CUST006477,checking,UGX,2023-09-04,frozen,2316436,2316436
ACC006478,CUST006478,wallet,UGX,2025-09-27,frozen,2987933,2934938
ACC006479,CUST006479,merchant,UGX,2025-05-06,frozen,665080,463270
ACC006480,CUST006480,merchant,UGX,2023-10-24,open,1731608,1645118
ACC006481,CUST006481,checking,UGX,2022-12-28,open,1009101,850116
ACC006482,CUST006482,wallet,UGX,2024-06-26,open,1446408,1287423
ACC006483,CUST006483,savings,UGX,2025-11-18,open,1745172,1595852
ACC006484,CUST006484,merchant,UGX,2026-02-28,open,1291825,1050760
ACC006485,CUST006485,wallet,UGX,2025-07-11,open,2588512,2413192
ACC006486,CUST006486,checking,UGX,2026-03-23,open,2734637,2715972
ACC006487,CUST006487,wallet,UGX,2024-05-17,open,1031280,915960
ACC006488,CUST006488,checking,UGX,2025-09-13,frozen,1293586,1106936
ACC006489,CUST006489,wallet,UGX,2025-02-02,open,1506621,1418296
ACC006490,CUST006490,wallet,UGX,2024-02-27,open,883601,622291
ACC006491,CUST006491,merchant,UGX,2026-02-28,open,485121,283311
ACC006492,CUST006492,checking,UGX,2025-09-01,frozen,664300,491320
ACC006493,CUST006493,checking,UGX,2024-01-01,open,1642329,1530339
ACC006494,CUST006494,merchant,UGX,2025-10-30,frozen,1223472,1136982
ACC006495,CUST006495,savings,UGX,2024-12-30,frozen,1946498,1858173
ACC006496,CUST006496,wallet,UGX,2025-05-13,frozen,823971,665406
ACC006497,CUST006497,savings,UGX,2024-05-12,open,1235499,1076934
ACC006498,CUST006498,wallet,UGX,2024-01-13,open,1189381,1074061
ACC006499,CUST006499,merchant,UGX,2026-01-20,open,2404362,2386697
ACC006500,CUST006500,wallet,UGX,2025-12-11,open,3292077,3292077
ACC006501,CUST006501,savings,UGX,2025-01-31,frozen,1323805,1082740
ACC006502,CUST006502,merchant,UGX,2024-07-31,open,557486,355676
ACC006503,CUST006503,savings,UGX,2023-10-22,open,1089078,930513
ACC006504,CUST006504,merchant,UGX,2024-11-24,open,1401827,1160762
ACC006505,CUST006505,wallet,UGX,2025-07-28,frozen,1554636,1424901
ACC006506,CUST006506,checking,UGX,2025-06-25,open,1263366,1205706
ACC006507,CUST006507,wallet,UGX,2023-05-15,open,1405524,1193544
ACC006508,CUST006508,checking,UGX,2025-08-03,open,1539951,1467876
ACC006509,CUST006509,merchant,UGX,2025-08-06,open,647573,460178
ACC006510,CUST006510,savings,UGX,2023-09-14,open,1416281,1286546
ACC006511,CUST006511,wallet,UGX,2023-08-09,open,1983745,1877755
ACC006512,CUST006512,wallet,UGX,2024-09-07,open,1400733,1259413
ACC006513,CUST006513,merchant,UGX,2024-11-15,open,479012,277202
ACC006514,CUST006514,checking,UGX,2023-11-28,open,1915994,1774674
ACC006515,CUST006515,wallet,UGX,2023-03-22,open,2346589,2280844
ACC006516,CUST006516,checking,UGX,2025-07-21,open,1135442,1005707
ACC006517,CUST006517,wallet,UGX,2025-07-17,open,663382,461572
ACC006518,CUST006518,checking,UGX,2023-04-13,frozen,1352772,1266282
ACC006519,CUST006519,wallet,UGX,2024-05-17,open,2469673,2469673
ACC006520,CUST006520,wallet,UGX,2024-07-15,open,1582830,1453095
ACC006521,CUST006521,checking,UGX,2024-11-27,open,1604854,1551859
ACC006522,CUST006522,checking,UGX,2025-03-13,open,1046664,931344
ACC006523,CUST006523,savings,UGX,2025-11-21,open,1420573,1305253
ACC006524,CUST006524,checking,UGX,2023-08-19,frozen,2465125,2371800
ACC006525,CUST006525,checking,UGX,2024-03-07,open,2054749,2054749
ACC006526,CUST006526,savings,UGX,2025-08-07,open,1747607,1718777
ACC006527,CUST006527,merchant,UGX,2026-03-07,open,2794231,2738236
ACC006528,CUST006528,checking,UGX,2025-10-24,open,3079427,3035597
ACC006529,CUST006529,merchant,UGX,2023-02-20,open,3307575,3285660
ACC006530,CUST006530,checking,UGX,2022-12-23,frozen,1935976,1878316
ACC006531,CUST006531,wallet,UGX,2025-11-11,frozen,2417475,2373645
ACC006532,CUST006532,wallet,UGX,2023-04-17,open,1803304,1803304
ACC006533,CUST006533,wallet,UGX,2023-01-08,frozen,1721867,1721867
ACC006534,CUST006534,checking,UGX,2024-03-23,frozen,1714714,1628224
ACC006535,CUST006535,savings,UGX,2025-02-16,open,1320684,1190949
ACC006536,CUST006536,wallet,UGX,2025-05-24,open,1694243,1507593
ACC006537,CUST006537,wallet,UGX,2023-08-21,frozen,1715350,1686520
ACC006538,CUST006538,wallet,UGX,2025-02-09,open,2614267,2599852
ACC006539,CUST006539,merchant,UGX,2024-03-03,open,2015993,1943918
ACC006540,CUST006540,merchant,UGX,2023-05-02,open,1544644,1408739
ACC006541,CUST006541,checking,UGX,2024-01-21,open,1281340,1067775
ACC006542,CUST006542,checking,UGX,2025-07-25,open,1346484,1216749
ACC006543,CUST006543,checking,UGX,2025-06-25,open,2293361,2293361
ACC006544,CUST006544,savings,UGX,2025-04-14,open,2085213,2085213
ACC006545,CUST006545,wallet,UGX,2024-10-10,open,2125756,2111341
ACC006546,CUST006546,savings,UGX,2023-01-13,open,1248376,1005731
ACC006547,CUST006547,wallet,UGX,2025-04-01,frozen,1931162,1853502
ACC006548,CUST006548,checking,UGX,2023-11-30,open,1554780,1439460
ACC006549,CUST006549,wallet,UGX,2025-02-25,open,1844515,1788520
ACC006550,CUST006550,wallet,UGX,2025-10-22,open,2151539,1987634
ACC006551,CUST006551,merchant,UGX,2024-11-02,open,1845666,1626516
ACC006552,CUST006552,wallet,UGX,2024-06-07,frozen,1185274,1098784
ACC006553,CUST006553,savings,UGX,2023-12-25,open,2075840,2061425
ACC006554,CUST006554,savings,UGX,2024-07-14,open,1473711,1416051
ACC006555,CUST006555,wallet,UGX,2024-08-15,open,3482205,3438375
ACC006556,CUST006556,checking,UGX,2025-07-21,open,1236007,1106272
ACC006557,CUST006557,wallet,UGX,2024-04-20,open,2310130,2310130
ACC006558,CUST006558,wallet,UGX,2025-09-24,open,2941773,2919858
ACC006559,CUST006559,checking,UGX,2025-02-13,open,1491455,1250390
ACC006560,CUST006560,checking,UGX,2025-03-02,open,1440850,1287445
ACC006561,CUST006561,merchant,UGX,2024-04-14,frozen,1497050,1381730
ACC006562,CUST006562,merchant,UGX,2023-02-05,open,1694236,1665406
ACC006563,CUST006563,checking,UGX,2023-01-24,open,1924676,1867016
ACC006564,CUST006564,savings,UGX,2025-03-04,open,1538433,1344118
ACC006565,CUST006565,savings,UGX,2024-05-19,frozen,2545303,2545303
ACC006566,CUST006566,merchant,UGX,2025-10-18,open,2533158,2445498
ACC006567,CUST006567,wallet,UGX,2025-12-23,open,3662524,3662524
ACC006568,CUST006568,merchant,UGX,2025-11-09,open,977995,671185
