alert_id,transaction_id,account_id,alert_date,risk_score,alert_type,alert_status
FRAUD0014917,TXN00018308,ACC005651,2024-11-05,43,large_amount,reviewed
FRAUD0014918,TXN00018309,ACC005651,2025-08-22,36,large_amount,reviewed
FRAUD0014919,TXN00018310,ACC005651,2025-01-01,32,large_amount,reviewed
FRAUD0014920,TXN00018311,ACC005651,2025-05-22,33,large_amount,reviewed
FRAUD0014921,TXN00018312,ACC005651,2024-08-05,93,velocity,open
FRAUD0014922,TXN00018313,ACC005652,2024-12-01,34,large_amount,reviewed
FRAUD0014923,TXN00018315,ACC005652,2024-07-28,21,failed_auth,reviewed
FRAUD0014924,TXN00018317,ACC005652,2024-05-13,32,large_amount,reviewed
FRAUD0014925,TXN00018318,ACC005652,2025-08-14,23,large_amount,reviewed
FRAUD0014926,TXN00018319,ACC005652,2025-02-20,25,large_amount,reviewed
FRAUD0014927,TXN00018321,ACC005653,2024-09-29,48,large_amount,reviewed
FRAUD0014928,TXN00018322,ACC005653,2025-09-06,62,large_amount,reviewed
FRAUD0014929,TXN00018324,ACC005653,2024-04-21,67,large_amount,reviewed
FRAUD0014930,TXN00018325,ACC005653,2025-06-03,55,large_amount,reviewed
FRAUD0014931,TXN00018326,ACC005653,2024-10-14,76,large_amount,open
FRAUD0014932,TXN00018328,ACC005653,2025-09-15,63,large_amount,reviewed
FRAUD0014933,TXN00018329,ACC009987,2024-11-25,77,large_amount,open
FRAUD0014934,TXN00018331,ACC009987,2025-03-21,29,large_amount,reviewed
FRAUD0014935,TXN00018332,ACC009987,2025-06-01,67,large_amount,reviewed
FRAUD0014936,TXN00018333,ACC009987,2024-08-27,67,large_amount,reviewed
FRAUD0014937,TXN00018334,ACC009987,2025-04-05,32,large_amount,reviewed
FRAUD0014938,TXN00018335,ACC009987,2025-04-09,35,large_amount,reviewed
FRAUD0014939,TXN00018338,ACC007189,2025-02-27,24,large_amount,reviewed
FRAUD0014940,TXN00018339,ACC007189,2024-04-11,79,large_amount,open
FRAUD0014941,TXN00018340,ACC007189,2024-01-11,47,large_amount,reviewed
FRAUD0014942,TXN00018341,ACC007189,2024-01-11,31,large_amount,reviewed
FRAUD0014943,TXN00018342,ACC007189,2024-04-10,100,velocity,open
FRAUD0014944,TXN00018343,ACC007189,2024-10-27,82,large_amount,open
FRAUD0014945,TXN00018344,ACC007189,2024-03-31,100,velocity,open
FRAUD0014946,TXN00018345,ACC007190,2025-06-18,68,large_amount,reviewed
FRAUD0014947,TXN00018346,ACC007190,2025-10-25,67,large_amount,reviewed
FRAUD0014948,TXN00018347,ACC007190,2024-12-11,27,large_amount,reviewed
FRAUD0014949,TXN00018348,ACC007190,2024-03-12,45,large_amount,reviewed
FRAUD0014950,TXN00018350,ACC007190,2025-11-30,52,large_amount,reviewed
FRAUD0014951,TXN00018352,ACC007190,2024-12-21,65,large_amount,reviewed
FRAUD0014952,TXN00018353,ACC007191,2024-12-31,22,large_amount,reviewed
FRAUD0014953,TXN00018354,ACC007191,2025-11-28,76,large_amount,open
FRAUD0014954,TXN00018355,ACC007191,2024-09-20,32,large_amount,reviewed
FRAUD0014955,TXN00018356,ACC007191,2025-08-20,49,large_amount,reviewed
FRAUD0014956,TXN00018357,ACC007191,2025-06-09,89,large_amount,open
FRAUD0014957,TXN00018358,ACC007191,2024-11-06,70,large_amount,reviewed
FRAUD0014958,TXN00018359,ACC007191,2025-09-15,80,large_amount,open
FRAUD0014959,TXN00018360,ACC007191,2024-02-02,43,large_amount,reviewed
FRAUD0014960,TXN00018362,ACC007192,2025-11-22,25,large_amount,reviewed
FRAUD0014961,TXN00018363,ACC007192,2025-04-29,35,large_amount,reviewed
FRAUD0014962,TXN00018364,ACC007192,2025-06-24,62,large_amount,reviewed
FRAUD0014963,TXN00018365,ACC007192,2025-09-19,43,failed_auth,reviewed
FRAUD0014964,TXN00018366,ACC007192,2024-02-18,35,large_amount,reviewed
FRAUD0014965,TXN00018368,ACC007192,2024-12-03,64,large_amount,reviewed
FRAUD0014966,TXN00018369,ACC007193,2025-06-02,86,large_amount,open
FRAUD0014967,TXN00018370,ACC007193,2025-10-26,59,large_amount,reviewed
FRAUD0014968,TXN00018371,ACC007193,2024-06-25,41,failed_auth,reviewed
FRAUD0014969,TXN00018372,ACC007193,2025-05-26,86,large_amount,open
FRAUD0014970,TXN00018373,ACC007193,2025-05-25,70,large_amount,reviewed
FRAUD0014971,TXN00018374,ACC007193,2024-04-24,34,large_amount,reviewed
FRAUD0014972,TXN00018375,ACC007193,2024-03-20,92,velocity,open
FRAUD0014973,TXN00018376,ACC007193,2024-08-15,39,failed_auth,reviewed
FRAUD0014974,TXN00018377,ACC009982,2024-01-27,69,large_amount,reviewed
FRAUD0014975,TXN00018378,ACC009982,2024-02-16,58,large_amount,reviewed
FRAUD0014976,TXN00018379,ACC009982,2025-04-23,34,large_amount,reviewed
FRAUD0014977,TXN00018380,ACC009982,2024-05-29,41,large_amount,reviewed
FRAUD0014978,TXN00018381,ACC009982,2024-08-01,42,failed_auth,reviewed
FRAUD0014979,TXN00018382,ACC009982,2024-12-17,62,large_amount,reviewed
FRAUD0014980,TXN00018383,ACC009982,2025-08-24,72,large_amount,open
FRAUD0014981,TXN00018386,ACC009982,2025-04-10,55,large_amount,reviewed
FRAUD0014982,TXN00018388,ACC009982,2025-05-13,22,large_amount,reviewed
FRAUD0014983,TXN00018389,ACC008884,2024-07-15,83,large_amount,open
FRAUD0014984,TXN00018390,ACC008884,2024-08-16,55,large_amount,reviewed
FRAUD0014985,TXN00018391,ACC008884,2024-01-20,70,large_amount,reviewed
FRAUD0014986,TXN00018392,ACC008884,2024-04-11,31,large_amount,reviewed
FRAUD0014987,TXN00018393,ACC008884,2025-03-09,33,failed_auth,reviewed
FRAUD0014988,TXN00018394,ACC008884,2025-02-17,80,large_amount,open
FRAUD0014989,TXN00018395,ACC008884,2025-05-21,68,large_amount,reviewed
FRAUD0014990,TXN00018397,ACC008884,2024-02-15,56,large_amount,reviewed
FRAUD0014991,TXN00018399,ACC008884,2025-03-24,89,failed_auth,open
FRAUD0014992,TXN00018400,ACC008884,2024-01-03,100,velocity,open
FRAUD0014993,TXN00018401,ACC008885,2024-11-15,66,large_amount,reviewed
FRAUD0014994,TXN00018403,ACC008885,2025-10-19,91,velocity,open
FRAUD0014995,TXN00018404,ACC008885,2025-02-20,64,large_amount,reviewed
FRAUD0014996,TXN00018405,ACC008885,2024-11-14,79,large_amount,open
FRAUD0014997,TXN00018407,ACC008885,2024-05-20,50,large_amount,reviewed
FRAUD0014998,TXN00018408,ACC008885,2024-01-26,94,velocity,open
FRAUD0014999,TXN00018409,ACC008885,2024-10-31,41,large_amount,reviewed
FRAUD0015000,TXN00018410,ACC008885,2024-02-29,83,large_amount,open
FRAUD0015001,TXN00018412,ACC008885,2024-04-04,32,large_amount,reviewed
FRAUD0015002,TXN00018414,ACC008886,2025-03-07,99,velocity,open
FRAUD0015003,TXN00018415,ACC008886,2025-05-15,59,large_amount,reviewed
FRAUD0015004,TXN00018417,ACC008886,2024-09-01,41,large_amount,reviewed
FRAUD0015005,TXN00018418,ACC008886,2025-01-26,84,large_amount,open
FRAUD0015006,TXN00018420,ACC008886,2025-03-27,78,large_amount,open
FRAUD0015007,TXN00018421,ACC008886,2024-04-23,47,large_amount,reviewed
FRAUD0015008,TXN00018423,ACC008886,2024-10-02,37,large_amount,reviewed
FRAUD0015009,TXN00018424,ACC008886,2025-09-24,65,large_amount,reviewed
FRAUD0015010,TXN00018425,ACC008887,2024-06-30,61,large_amount,reviewed
FRAUD0015011,TXN00018426,ACC008887,2024-10-19,38,large_amount,reviewed
FRAUD0015012,TXN00018427,ACC008887,2024-11-21,63,large_amount,reviewed
FRAUD0015013,TXN00018428,ACC008887,2025-03-21,60,large_amount,reviewed
FRAUD0015014,TXN00018429,ACC008887,2024-02-24,59,large_amount,reviewed
FRAUD0015015,TXN00018430,ACC008887,2025-11-03,88,large_amount,open
FRAUD0015016,TXN00018432,ACC008887,2024-07-19,46,large_amount,reviewed
FRAUD0015017,TXN00018433,ACC008887,2024-02-27,97,velocity,open
FRAUD0015018,TXN00018434,ACC008887,2024-11-18,26,large_amount,reviewed
FRAUD0015019,TXN00018435,ACC008887,2024-02-10,80,large_amount,open
FRAUD0015020,TXN00018436,ACC008887,2025-04-01,61,large_amount,reviewed
FRAUD0015021,TXN00018437,ACC008888,2024-10-19,35,large_amount,reviewed
FRAUD0015022,TXN00018438,ACC008888,2025-01-27,37,large_amount,reviewed
FRAUD0015023,TXN00018441,ACC008888,2024-10-06,85,large_amount,open
FRAUD0015024,TXN00018442,ACC008888,2025-04-07,98,velocity,open
FRAUD0015025,TXN00018444,ACC008888,2025-06-05,42,large_amount,reviewed
FRAUD0015026,TXN00018445,ACC008888,2024-07-18,94,velocity,open
FRAUD0015027,TXN00018446,ACC008888,2025-05-22,60,large_amount,reviewed
FRAUD0015028,TXN00018447,ACC008888,2024-05-27,62,large_amount,reviewed
FRAUD0015029,TXN00018448,ACC008888,2024-02-15,75,large_amount,open
FRAUD0015030,TXN00018449,ACC008889,2025-03-12,39,large_amount,reviewed
FRAUD0015031,TXN00018450,ACC008889,2025-10-25,61,large_amount,reviewed
FRAUD0015032,TXN00018451,ACC008889,2025-04-12,77,large_amount,open
FRAUD0015033,TXN00018452,ACC008889,2025-09-25,92,velocity,open
FRAUD0015034,TXN00018454,ACC008889,2025-05-14,76,large_amount,open
FRAUD0015035,TXN00018455,ACC008889,2024-08-27,91,velocity,open
FRAUD0015036,TXN00018456,ACC008889,2024-11-07,35,large_amount,reviewed
FRAUD0015037,TXN00018458,ACC008889,2025-03-03,76,large_amount,open
FRAUD0015038,TXN00018459,ACC008889,2024-02-27,62,large_amount,reviewed
FRAUD0015039,TXN00018460,ACC008889,2025-08-22,71,large_amount,open
FRAUD0015040,TXN00018461,ACC008890,2024-07-27,40,large_amount,reviewed
FRAUD0015041,TXN00018462,ACC008890,2025-09-17,95,velocity,open
FRAUD0015042,TXN00018463,ACC008890,2024-01-23,69,failed_auth,reviewed
FRAUD0015043,TXN00018464,ACC008890,2024-02-28,41,large_amount,reviewed
FRAUD0015044,TXN00018466,ACC008890,2024-04-04,30,large_amount,reviewed
FRAUD0015045,TXN00018467,ACC008890,2025-06-11,33,large_amount,reviewed
FRAUD0015046,TXN00018468,ACC008890,2024-08-26,69,large_amount,reviewed
FRAUD0015047,TXN00018470,ACC008890,2024-05-22,59,failed_auth,reviewed
FRAUD0015048,TXN00018471,ACC008890,2024-12-04,23,large_amount,reviewed
FRAUD0015049,TXN00018472,ACC008890,2024-10-02,92,velocity,open
FRAUD0015050,TXN00018474,ACC008891,2024-06-13,76,large_amount,open
FRAUD0015051,TXN00018476,ACC008891,2024-12-23,96,velocity,open
FRAUD0015052,TXN00018477,ACC008891,2024-11-04,79,large_amount,open
FRAUD0015053,TXN00018478,ACC008891,2024-10-16,97,velocity,open
FRAUD0015054,TXN00018479,ACC008891,2025-08-01,100,velocity,open
FRAUD0015055,TXN00018481,ACC008891,2025-05-19,64,large_amount,reviewed
FRAUD0015056,TXN00018482,ACC008891,2025-04-06,25,large_amount,reviewed
FRAUD0015057,TXN00018483,ACC008891,2025-07-29,62,large_amount,reviewed
FRAUD0015058,TXN00018484,ACC008891,2024-10-06,31,large_amount,reviewed
FRAUD0015059,TXN00018485,ACC008892,2024-02-24,21,failed_auth,reviewed
FRAUD0015060,TXN00018486,ACC008892,2025-05-13,64,large_amount,reviewed
FRAUD0015061,TXN00018487,ACC008892,2024-10-31,49,large_amount,reviewed
FRAUD0015062,TXN00018488,ACC008892,2024-09-09,73,large_amount,open
FRAUD0015063,TXN00018489,ACC008892,2025-03-02,77,large_amount,open
FRAUD0015064,TXN00018490,ACC008892,2025-03-18,46,large_amount,reviewed
FRAUD0015065,TXN00018492,ACC008892,2024-09-04,45,large_amount,reviewed
FRAUD0015066,TXN00018493,ACC008892,2025-02-16,97,velocity,open
FRAUD0015067,TXN00018494,ACC008892,2024-04-21,69,large_amount,reviewed
FRAUD0015068,TXN00018495,ACC008892,2024-09-05,91,velocity,open
FRAUD0015069,TXN00018496,ACC008892,2024-10-18,80,large_amount,open
FRAUD0015070,TXN00018497,ACC008893,2025-11-14,20,large_amount,reviewed
FRAUD0015071,TXN00018498,ACC008893,2024-10-21,51,large_amount,reviewed
FRAUD0015072,TXN00018500,ACC008893,2024-08-08,98,velocity,open
FRAUD0015073,TXN00018501,ACC008893,2024-02-08,91,velocity,open
FRAUD0015074,TXN00018502,ACC008893,2024-07-29,38,large_amount,reviewed
FRAUD0015075,TXN00018504,ACC008893,2024-04-04,96,velocity,open
FRAUD0015076,TXN00018505,ACC008893,2025-06-14,29,large_amount,reviewed
FRAUD0015077,TXN00018506,ACC008893,2025-08-31,87,large_amount,open
FRAUD0015078,TXN00018508,ACC008893,2025-02-20,73,large_amount,open
FRAUD0015079,TXN00018509,ACC008894,2025-11-06,21,large_amount,reviewed
FRAUD0015080,TXN00018510,ACC008894,2024-07-05,78,large_amount,open
FRAUD0015081,TXN00018512,ACC008894,2024-07-10,94,velocity,open
FRAUD0015082,TXN00018513,ACC008894,2024-11-01,81,large_amount,open
FRAUD0015083,TXN00018515,ACC008894,2025-06-18,95,velocity,open
FRAUD0015084,TXN00018516,ACC008894,2024-10-17,47,large_amount,reviewed
FRAUD0015085,TXN00018518,ACC008894,2024-08-19,73,large_amount,open
FRAUD0015086,TXN00018519,ACC008894,2024-03-27,40,large_amount,reviewed
FRAUD0015087,TXN00018521,ACC008895,2025-11-21,82,large_amount,open
FRAUD0015088,TXN00018523,ACC008895,2025-11-26,66,large_amount,reviewed
FRAUD0015089,TXN00018525,ACC008895,2025-07-16,33,large_amount,reviewed
FRAUD0015090,TXN00018526,ACC008895,2025-06-07,91,velocity,open
FRAUD0015091,TXN00018527,ACC008895,2024-10-28,70,large_amount,reviewed
FRAUD0015092,TXN00018529,ACC008895,2024-01-28,88,large_amount,open
FRAUD0015093,TXN00018530,ACC008895,2025-11-03,38,large_amount,reviewed
FRAUD0015094,TXN00018532,ACC008895,2025-03-01,91,velocity,open
FRAUD0015095,TXN00018533,ACC008896,2025-10-03,73,large_amount,open
FRAUD0015096,TXN00018535,ACC008896,2025-03-29,36,failed_auth,reviewed
FRAUD0015097,TXN00018536,ACC008896,2025-07-25,32,large_amount,reviewed
FRAUD0015098,TXN00018538,ACC008896,2025-03-25,35,large_amount,reviewed
FRAUD0015099,TXN00018540,ACC008896,2024-08-26,30,large_amount,reviewed
FRAUD0015100,TXN00018541,ACC008896,2024-07-21,95,velocity,open
FRAUD0015101,TXN00018542,ACC008896,2025-02-17,57,large_amount,reviewed
FRAUD0015102,TXN00018545,ACC008897,2025-03-15,67,failed_auth,reviewed
FRAUD0015103,TXN00018546,ACC008897,2025-04-07,56,large_amount,reviewed
FRAUD0015104,TXN00018548,ACC008897,2024-11-06,95,velocity,open
FRAUD0015105,TXN00018549,ACC008897,2025-03-22,22,large_amount,reviewed
FRAUD0015106,TXN00018550,ACC008897,2025-05-31,27,large_amount,reviewed
FRAUD0015107,TXN00018551,ACC008897,2024-05-18,31,large_amount,reviewed
FRAUD0015108,TXN00018552,ACC008897,2025-03-09,78,large_amount,open
FRAUD0015109,TXN00018553,ACC008897,2024-08-25,92,velocity,open
FRAUD0015110,TXN00018555,ACC008897,2025-09-16,78,large_amount,open
FRAUD0015111,TXN00018556,ACC008897,2025-11-26,57,large_amount,reviewed
FRAUD0015112,TXN00018557,ACC008898,2024-02-27,32,large_amount,reviewed
FRAUD0015113,TXN00018558,ACC008898,2024-06-16,28,large_amount,reviewed
FRAUD0015114,TXN00018559,ACC008898,2024-02-08,40,large_amount,reviewed
FRAUD0015115,TXN00018560,ACC008898,2024-04-29,70,large_amount,reviewed
FRAUD0015116,TXN00018561,ACC008898,2025-05-09,24,large_amount,reviewed
FRAUD0015117,TXN00018562,ACC008898,2025-03-29,59,large_amount,reviewed
FRAUD0015118,TXN00018563,ACC008898,2025-09-07,53,large_amount,reviewed
FRAUD0015119,TXN00018564,ACC008898,2025-10-20,71,large_amount,open
FRAUD0015120,TXN00018565,ACC008898,2025-04-21,80,large_amount,open
FRAUD0015121,TXN00018566,ACC008898,2025-04-05,50,large_amount,reviewed
FRAUD0015122,TXN00018567,ACC008898,2025-11-01,90,large_amount,open
FRAUD0015123,TXN00018568,ACC008898,2024-07-22,26,large_amount,reviewed
FRAUD0015124,TXN00018569,ACC008899,2025-09-02,33,large_amount,reviewed
FRAUD0015125,TXN00018571,ACC008899,2024-03-22,53,large_amount,reviewed
FRAUD0015126,TXN00018572,ACC008899,2025-04-15,43,failed_auth,reviewed
FRAUD0015127,TXN00018573,ACC008899,2025-04-03,87,failed_auth,open
FRAUD0015128,TXN00018574,ACC008899,2025-11-30,39,failed_auth,reviewed
FRAUD0015129,TXN00018575,ACC008899,2024-12-09,87,large_amount,open
FRAUD0015130,TXN00018577,ACC008899,2024-11-12,43,large_amount,reviewed
FRAUD0015131,TXN00018578,ACC008899,2024-08-21,75,large_amount,open
FRAUD0015132,TXN00018579,ACC008899,2025-06-26,69,large_amount,reviewed
FRAUD0015133,TXN00018581,ACC008900,2024-11-17,97,velocity,open
FRAUD0015134,TXN00018582,ACC008900,2024-09-29,36,large_amount,reviewed
FRAUD0015135,TXN00018583,ACC008900,2025-04-05,43,large_amount,reviewed
FRAUD0015136,TXN00018586,ACC008900,2025-02-18,30,large_amount,reviewed
FRAUD0015137,TXN00018588,ACC008900,2025-11-17,56,large_amount,reviewed
FRAUD0015138,TXN00018589,ACC008900,2025-06-28,22,large_amount,reviewed
FRAUD0015139,TXN00018590,ACC008900,2025-11-19,84,large_amount,open
FRAUD0015140,TXN00018591,ACC008900,2025-08-20,52,large_amount,reviewed
FRAUD0015141,TXN00018592,ACC008900,2025-10-02,48,large_amount,reviewed
FRAUD0015142,TXN00018593,ACC008901,2025-11-28,83,large_amount,open
FRAUD0015143,TXN00018596,ACC008901,2025-06-01,25,large_amount,reviewed
FRAUD0015144,TXN00018597,ACC008901,2024-06-13,57,large_amount,reviewed
FRAUD0015145,TXN00018598,ACC008901,2024-08-01,59,large_amount,reviewed
FRAUD0015146,TXN00018599,ACC008901,2024-09-22,48,large_amount,reviewed
FRAUD0015147,TXN00018601,ACC008901,2025-11-04,30,large_amount,reviewed
FRAUD0015148,TXN00018602,ACC008901,2024-09-29,95,velocity,open
FRAUD0015149,TXN00018604,ACC008901,2025-11-08,82,large_amount,open
FRAUD0015150,TXN00018605,ACC008902,2025-11-10,65,large_amount,reviewed
FRAUD0015151,TXN00018606,ACC008902,2024-09-09,96,velocity,open
FRAUD0015152,TXN00018607,ACC008902,2025-03-21,52,large_amount,reviewed
FRAUD0015153,TXN00018609,ACC008902,2024-06-08,88,large_amount,open
FRAUD0015154,TXN00018610,ACC008902,2024-08-06,64,large_amount,reviewed
FRAUD0015155,TXN00018611,ACC008902,2024-07-10,33,large_amount,reviewed
FRAUD0015156,TXN00018612,ACC008902,2025-06-02,94,velocity,open
FRAUD0015157,TXN00018613,ACC008902,2024-08-08,39,large_amount,reviewed
FRAUD0015158,TXN00018614,ACC008902,2024-09-17,78,large_amount,open
FRAUD0015159,TXN00018615,ACC008902,2025-03-14,27,large_amount,reviewed
FRAUD0015160,TXN00018616,ACC008902,2025-08-30,81,large_amount,open
FRAUD0015161,TXN00018617,ACC008903,2024-09-30,33,large_amount,reviewed
FRAUD0015162,TXN00018618,ACC008903,2024-03-14,83,large_amount,open
FRAUD0015163,TXN00018619,ACC008903,2024-06-18,62,large_amount,reviewed
FRAUD0015164,TXN00018621,ACC008903,2024-09-29,78,large_amount,open
FRAUD0015165,TXN00018622,ACC008903,2025-04-09,81,large_amount,open
FRAUD0015166,TXN00018624,ACC008903,2024-05-22,89,large_amount,open
FRAUD0015167,TXN00018625,ACC008903,2025-09-02,89,large_amount,open
FRAUD0015168,TXN00018626,ACC008903,2025-10-23,78,large_amount,open
FRAUD0015169,TXN00018629,ACC008904,2025-10-11,98,velocity,open
FRAUD0015170,TXN00018630,ACC008904,2024-08-19,96,velocity,open
FRAUD0015171,TXN00018631,ACC008904,2024-10-14,21,large_amount,reviewed
FRAUD0015172,TXN00018632,ACC008904,2025-06-17,20,large_amount,reviewed
FRAUD0015173,TXN00018633,ACC008904,2024-05-04,30,large_amount,reviewed
FRAUD0015174,TXN00018634,ACC008904,2024-05-14,37,large_amount,reviewed
FRAUD0015175,TXN00018635,ACC008904,2024-07-18,56,large_amount,reviewed
FRAUD0015176,TXN00018636,ACC008904,2024-09-15,88,large_amount,open
FRAUD0015177,TXN00018638,ACC008904,2024-04-17,78,large_amount,open
FRAUD0015178,TXN00018639,ACC008904,2024-01-19,36,large_amount,reviewed
FRAUD0015179,TXN00018640,ACC008904,2024-11-29,87,large_amount,open
FRAUD0015180,TXN00018641,ACC009981,2025-08-28,74,failed_auth,open
FRAUD0015181,TXN00018643,ACC009981,2025-08-21,21,large_amount,reviewed
FRAUD0015182,TXN00018644,ACC009981,2024-11-30,64,large_amount,reviewed
FRAUD0015183,TXN00018645,ACC009981,2024-08-21,76,large_amount,open
FRAUD0015184,TXN00018646,ACC009981,2024-02-13,63,large_amount,reviewed
FRAUD0015185,TXN00018647,ACC009981,2024-04-02,71,failed_auth,open
FRAUD0015186,TXN00018650,ACC007886,2024-10-12,96,velocity,open
FRAUD0015187,TXN00018651,ACC007886,2024-05-09,57,large_amount,reviewed
FRAUD0015188,TXN00018652,ACC007886,2025-09-11,70,large_amount,reviewed
FRAUD0015189,TXN00018653,ACC007886,2024-06-11,85,large_amount,open
FRAUD0015190,TXN00018654,ACC007886,2025-02-18,24,large_amount,reviewed
FRAUD0015191,TXN00018657,ACC007887,2025-05-11,26,large_amount,reviewed
FRAUD0015192,TXN00018658,ACC007887,2024-10-10,65,large_amount,reviewed
FRAUD0015193,TXN00018659,ACC007887,2025-03-05,60,large_amount,reviewed
FRAUD0015194,TXN00018660,ACC007887,2025-01-26,80,large_amount,open
FRAUD0015195,TXN00018663,ACC007887,2024-03-27,86,failed_auth,open
FRAUD0015196,TXN00018666,ACC007888,2025-06-24,24,large_amount,reviewed
FRAUD0015197,TXN00018667,ACC007888,2025-09-01,55,large_amount,reviewed
FRAUD0015198,TXN00018668,ACC007888,2025-07-16,49,large_amount,reviewed
FRAUD0015199,TXN00018669,ACC007888,2024-02-13,50,large_amount,reviewed
FRAUD0015200,TXN00018670,ACC007888,2024-06-30,92,velocity,open
FRAUD0015201,TXN00018671,ACC007888,2024-09-30,52,large_amount,reviewed
FRAUD0015202,TXN00018672,ACC007888,2024-01-04,45,large_amount,reviewed
FRAUD0015203,TXN00018674,ACC007889,2024-02-07,88,large_amount,open
FRAUD0015204,TXN00018675,ACC007889,2025-02-07,79,failed_auth,open
FRAUD0015205,TXN00018676,ACC007889,2024-12-29,58,large_amount,reviewed
FRAUD0015206,TXN00018677,ACC007889,2025-05-10,32,large_amount,reviewed
FRAUD0015207,TXN00018678,ACC007889,2024-09-26,24,large_amount,reviewed
FRAUD0015208,TXN00018679,ACC007889,2025-01-28,69,large_amount,reviewed
FRAUD0015209,TXN00018681,ACC007890,2024-02-28,21,large_amount,reviewed
FRAUD0015210,TXN00018682,ACC007890,2025-05-06,57,large_amount,reviewed
FRAUD0015211,TXN00018684,ACC007890,2024-01-14,39,large_amount,reviewed
FRAUD0015212,TXN00018687,ACC007890,2024-12-16,47,large_amount,reviewed
FRAUD0015213,TXN00018688,ACC007890,2025-06-12,47,large_amount,reviewed
FRAUD0015214,TXN00018689,ACC007891,2025-07-19,85,large_amount,open
FRAUD0015215,TXN00018690,ACC007891,2025-05-04,52,large_amount,reviewed
FRAUD0015216,TXN00018692,ACC007891,2025-10-24,93,velocity,open
FRAUD0015217,TXN00018693,ACC007891,2025-05-25,68,large_amount,reviewed
FRAUD0015218,TXN00018695,ACC007891,2025-09-15,100,velocity,open
FRAUD0015219,TXN00018696,ACC007891,2025-03-31,29,large_amount,reviewed
FRAUD0015220,TXN00018697,ACC007892,2024-08-26,28,large_amount,reviewed
FRAUD0015221,TXN00018700,ACC007892,2024-10-23,28,large_amount,reviewed
FRAUD0015222,TXN00018701,ACC007892,2024-03-07,79,large_amount,open
FRAUD0015223,TXN00018702,ACC007892,2024-12-17,20,large_amount,reviewed
FRAUD0015224,TXN00018703,ACC007892,2025-03-29,98,velocity,open
FRAUD0015225,TXN00018704,ACC007892,2025-10-12,74,large_amount,open
FRAUD0015226,TXN00018705,ACC007893,2025-11-07,86,failed_auth,open
FRAUD0015227,TXN00018707,ACC007893,2024-08-05,72,large_amount,open
FRAUD0015228,TXN00018708,ACC007893,2024-12-19,93,velocity,open
FRAUD0015229,TXN00018709,ACC007893,2024-05-13,78,large_amount,open
FRAUD0015230,TXN00018710,ACC007893,2024-04-28,23,large_amount,reviewed
FRAUD0015231,TXN00018711,ACC007893,2025-09-23,100,velocity,open
FRAUD0015232,TXN00018712,ACC007893,2025-05-11,49,failed_auth,reviewed
FRAUD0015233,TXN00018713,ACC007894,2025-09-22,44,large_amount,reviewed
FRAUD0015234,TXN00018714,ACC007894,2025-06-09,63,large_amount,reviewed
FRAUD0015235,TXN00018715,ACC007894,2025-03-13,59,large_amount,reviewed
FRAUD0015236,TXN00018719,ACC007894,2024-11-24,43,large_amount,reviewed
FRAUD0015237,TXN00018720,ACC007894,2025-04-07,80,large_amount,open
FRAUD0015238,TXN00018721,ACC007895,2024-12-31,59,large_amount,reviewed
FRAUD0015239,TXN00018724,ACC007895,2025-10-01,46,large_amount,reviewed
FRAUD0015240,TXN00018725,ACC007895,2025-08-04,68,large_amount,reviewed
FRAUD0015241,TXN00018726,ACC007895,2024-06-17,42,large_amount,reviewed
FRAUD0015242,TXN00018727,ACC007895,2025-07-07,31,large_amount,reviewed
FRAUD0015243,TXN00018728,ACC007895,2025-01-17,89,large_amount,open
FRAUD0015244,TXN00018729,ACC007896,2024-08-28,82,large_amount,open
FRAUD0015245,TXN00018730,ACC007896,2025-08-14,83,large_amount,open
FRAUD0015246,TXN00018731,ACC007896,2024-01-26,65,failed_auth,reviewed
FRAUD0015247,TXN00018733,ACC007896,2025-01-21,42,large_amount,reviewed
FRAUD0015248,TXN00018734,ACC007896,2025-03-07,53,large_amount,reviewed
FRAUD0015249,TXN00018735,ACC007896,2024-03-25,100,velocity,open
FRAUD0015250,TXN00018736,ACC007896,2025-07-23,81,large_amount,open
FRAUD0015251,TXN00018737,ACC007897,2024-06-28,62,large_amount,reviewed
FRAUD0015252,TXN00018738,ACC007897,2025-10-21,96,velocity,open
FRAUD0015253,TXN00018739,ACC007897,2025-10-03,24,failed_auth,reviewed
FRAUD0015254,TXN00018740,ACC007897,2024-02-09,81,large_amount,open
FRAUD0015255,TXN00018742,ACC007897,2024-10-14,47,large_amount,reviewed
FRAUD0015256,TXN00018743,ACC007897,2025-09-22,42,large_amount,reviewed
FRAUD0015257,TXN00018744,ACC007897,2025-08-13,44,large_amount,reviewed
FRAUD0015258,TXN00018745,ACC007898,2024-05-25,71,large_amount,open
FRAUD0015259,TXN00018746,ACC007898,2025-11-26,54,failed_auth,reviewed
FRAUD0015260,TXN00018747,ACC007898,2024-10-29,84,large_amount,open
FRAUD0015261,TXN00018748,ACC007898,2025-11-07,69,large_amount,reviewed
FRAUD0015262,TXN00018749,ACC007898,2025-04-21,93,velocity,open
FRAUD0015263,TXN00018753,ACC007899,2024-07-29,21,large_amount,reviewed
FRAUD0015264,TXN00018754,ACC007899,2025-04-16,100,velocity,open
FRAUD0015265,TXN00018755,ACC007899,2025-07-17,48,large_amount,reviewed
FRAUD0015266,TXN00018756,ACC007899,2025-01-01,65,large_amount,reviewed
