repayment_id,loan_id,customer_id,payment_date,amount,payment_channel,repayment_status
REPAY0006834,LOAN004032,CUST005039,2023-12-04,66299,bank_transfer,success
REPAY0006835,LOAN004033,CUST005040,2024-10-15,625000,mobile_money,success
REPAY0006836,LOAN004033,CUST005040,2024-11-14,375000,mobile_money,success
REPAY0006837,LOAN004034,CUST005042,2024-05-24,49045,bank_transfer,success
REPAY0006838,LOAN004034,CUST005042,2024-06-23,39236,bank_transfer,success
REPAY0006839,LOAN004035,CUST005043,2026-04-16,52401,agent,success
REPAY0006840,LOAN004035,CUST005043,2026-05-16,33346,bank_transfer,success
REPAY0006841,LOAN004036,CUST005044,2024-08-10,397408,agent,success
REPAY0006842,LOAN004037,CUST005047,2025-08-04,200000,mobile_money,success
REPAY0006843,LOAN004038,CUST005050,2023-09-21,454992,mobile_money,success
REPAY0006844,LOAN004039,CUST005051,2025-02-16,43700,agent,success
REPAY0006845,LOAN004039,CUST005051,2025-03-18,27312,bank_transfer,success
REPAY0006846,LOAN004040,CUST005052,2026-02-10,145938,bank_transfer,success
REPAY0006847,LOAN004040,CUST005052,2026-03-12,109453,agent,success
REPAY0006848,LOAN004041,CUST005054,2025-02-15,308173,mobile_money,success
REPAY0006849,LOAN004041,CUST005054,2025-03-17,308173,bank_transfer,success
REPAY0006850,LOAN004042,CUST005056,2025-07-15,220439,agent,success
REPAY0006851,LOAN004043,CUST005057,2026-01-22,248077,mobile_money,success
REPAY0006852,LOAN004044,CUST005058,2023-06-24,252221,agent,success
REPAY0006853,LOAN004044,CUST005058,2023-07-24,178038,bank_transfer,success
REPAY0006854,LOAN004045,CUST005059,2025-11-20,144461,bank_transfer,success
REPAY0006855,LOAN004046,CUST005061,2024-03-10,416341,agent,success
REPAY0006856,LOAN004047,CUST005062,2023-12-31,237610,agent,success
REPAY0006857,LOAN004047,CUST005062,2024-01-30,184808,bank_transfer,success
REPAY0006858,LOAN004048,CUST005063,2024-01-22,480952,mobile_money,success
REPAY0006859,LOAN004048,CUST005063,2024-02-21,218614,mobile_money,success
REPAY0006860,LOAN004049,CUST005064,2023-12-11,236023,bank_transfer,success
REPAY0006861,LOAN004050,CUST005065,2024-08-13,133192,mobile_money,success
REPAY0006862,LOAN004050,CUST005065,2024-09-12,66596,mobile_money,success
REPAY0006863,LOAN004051,CUST005066,2024-09-13,275828,mobile_money,success
REPAY0006864,LOAN004051,CUST005066,2024-10-13,178477,bank_transfer,success
REPAY0006865,LOAN004052,CUST005067,2023-12-17,251191,agent,success
REPAY0006866,LOAN004052,CUST005067,2024-01-16,171868,mobile_money,success
REPAY0006867,LOAN004053,CUST005068,2023-02-09,99544,mobile_money,success
REPAY0006868,LOAN004054,CUST005069,2023-10-27,251924,mobile_money,success
REPAY0006869,LOAN004054,CUST005069,2023-11-26,52484,mobile_money,success
REPAY0006870,LOAN004055,CUST005071,2024-04-18,46390,mobile_money,success
REPAY0006871,LOAN004056,CUST005072,2024-12-05,423758,mobile_money,success
REPAY0006872,LOAN004057,CUST005073,2024-07-08,305231,mobile_money,success
REPAY0006873,LOAN004058,CUST005074,2024-06-23,121217,agent,success
REPAY0006874,LOAN004059,CUST005075,2025-07-02,509043,mobile_money,success
REPAY0006875,LOAN004059,CUST005075,2025-08-01,300798,mobile_money,success
REPAY0006876,LOAN004060,CUST005076,2024-06-12,185575,bank_transfer,success
REPAY0006877,LOAN004060,CUST005076,2024-07-12,185575,agent,success
REPAY0006878,LOAN004061,CUST005077,2025-08-08,79485,agent,success
REPAY0006879,LOAN004062,CUST005078,2026-01-07,440061,mobile_money,success
REPAY0006880,LOAN004062,CUST005078,2026-02-06,104776,agent,success
REPAY0006881,LOAN004063,CUST005080,2025-03-31,175896,bank_transfer,success
REPAY0006882,LOAN004064,CUST005081,2024-08-22,176317,mobile_money,success
REPAY0006883,LOAN004065,CUST005082,2023-05-10,232736,agent,success
REPAY0006884,LOAN004066,CUST005083,2023-09-03,400129,agent,success
REPAY0006885,LOAN004067,CUST005084,2023-10-07,202584,mobile_money,success
REPAY0006886,LOAN004067,CUST005084,2023-11-06,177261,mobile_money,success
REPAY0006887,LOAN004068,CUST005085,2023-06-16,71711,bank_transfer,success
REPAY0006888,LOAN004068,CUST005085,2023-07-16,55162,agent,success
REPAY0006889,LOAN004069,CUST005086,2025-11-14,422181,agent,success
REPAY0006890,LOAN004070,CUST005087,2025-11-24,129631,mobile_money,success
REPAY0006891,LOAN004070,CUST005087,2025-12-24,49858,agent,success
REPAY0006892,LOAN004071,CUST005088,2024-05-24,120631,bank_transfer,success
REPAY0006893,LOAN004072,CUST005089,2024-12-06,161631,mobile_money,success
REPAY0006894,LOAN004072,CUST005089,2025-01-05,134692,mobile_money,success
REPAY0006895,LOAN004073,CUST005090,2025-12-10,384596,agent,success
REPAY0006896,LOAN004073,CUST005090,2026-01-09,107687,agent,success
REPAY0006897,LOAN004074,CUST005091,2024-10-20,78547,agent,success
REPAY0006898,LOAN004075,CUST005092,2024-10-16,220966,mobile_money,success
REPAY0006899,LOAN004075,CUST005092,2024-11-15,64448,mobile_money,success
REPAY0006900,LOAN004076,CUST005093,2023-03-02,153462,bank_transfer,success
REPAY0006901,LOAN004076,CUST005093,2023-04-01,51154,mobile_money,success
REPAY0006902,LOAN004077,CUST005094,2023-02-23,325000,agent,success
REPAY0006903,LOAN004077,CUST005094,2023-03-25,375000,agent,success
REPAY0006904,LOAN004078,CUST005095,2025-07-13,228330,agent,success
REPAY0006905,LOAN004079,CUST005096,2024-02-02,138722,agent,success
REPAY0006906,LOAN004080,CUST005097,2023-05-30,106746,agent,success
REPAY0006907,LOAN004080,CUST005097,2023-06-29,77094,bank_transfer,success
REPAY0006908,LOAN004081,CUST005098,2024-07-08,70149,bank_transfer,success
REPAY0006909,LOAN004082,CUST005099,2025-10-07,130175,bank_transfer,success
REPAY0006910,LOAN004082,CUST005099,2025-11-06,113903,bank_transfer,success
REPAY0006911,LOAN004083,CUST005100,2024-09-15,144991,bank_transfer,success
REPAY0006912,LOAN004084,CUST005101,2026-04-12,183759,agent,success
REPAY0006913,LOAN004084,CUST005101,2026-05-12,183759,agent,success
REPAY0006914,LOAN004085,CUST005103,2025-09-03,183370,agent,success
REPAY0006915,LOAN004085,CUST005103,2025-10-03,195595,agent,success
REPAY0006916,LOAN004086,CUST005104,2025-01-22,193050,agent,success
REPAY0006917,LOAN004087,CUST005105,2025-01-06,128353,agent,success
REPAY0006918,LOAN004087,CUST005105,2025-02-05,38506,bank_transfer,success
REPAY0006919,LOAN004088,CUST005106,2023-08-28,77751,mobile_money,success
REPAY0006920,LOAN004088,CUST005106,2023-09-27,97189,bank_transfer,success
REPAY0006921,LOAN004089,CUST005108,2023-12-08,358172,mobile_money,success
REPAY0006922,LOAN004090,CUST005111,2025-12-17,222579,bank_transfer,success
REPAY0006923,LOAN004091,CUST005113,2026-04-29,109610,agent,success
REPAY0006924,LOAN004091,CUST005113,2026-05-29,109610,agent,success
REPAY0006925,LOAN004092,CUST005115,2026-04-20,366610,bank_transfer,success
REPAY0006926,LOAN004092,CUST005115,2026-05-20,293288,bank_transfer,success
REPAY0006927,LOAN004093,CUST005116,2026-02-14,475860,mobile_money,success
REPAY0006928,LOAN004094,CUST005117,2023-07-12,133179,bank_transfer,success
REPAY0006929,LOAN004094,CUST005117,2023-08-11,106543,agent,success
REPAY0006930,LOAN004095,CUST005118,2026-02-14,320020,bank_transfer,success
REPAY0006931,LOAN004095,CUST005118,2026-03-16,266683,bank_transfer,success
REPAY0006932,LOAN004096,CUST005119,2024-03-17,315384,mobile_money,success
REPAY0006933,LOAN004096,CUST005119,2024-04-16,157692,mobile_money,success
REPAY0006934,LOAN004097,CUST005120,2023-04-26,219152,agent,success
REPAY0006935,LOAN004098,CUST005123,2023-05-10,198671,bank_transfer,success
REPAY0006936,LOAN004099,CUST005125,2026-01-15,237811,bank_transfer,success
REPAY0006937,LOAN004100,CUST005126,2025-12-18,111963,bank_transfer,success
REPAY0006938,LOAN004100,CUST005126,2026-01-17,119427,agent,success
REPAY0006939,LOAN004101,CUST005128,2024-11-10,124708,agent,success
REPAY0006940,LOAN004101,CUST005128,2024-12-10,124708,agent,success
REPAY0006941,LOAN004102,CUST005129,2024-12-26,122572,agent,success
REPAY0006942,LOAN004102,CUST005129,2025-01-25,57200,bank_transfer,success
REPAY0006943,LOAN004103,CUST005130,2023-08-24,525000,mobile_money,success
REPAY0006944,LOAN004103,CUST005130,2023-09-23,225000,agent,success
REPAY0006945,LOAN004104,CUST005131,2023-02-01,116747,agent,success
REPAY0006946,LOAN004104,CUST005131,2023-03-03,72967,bank_transfer,success
REPAY0006947,LOAN004105,CUST005132,2024-06-17,97362,agent,success
REPAY0006948,LOAN004105,CUST005132,2024-07-17,74894,mobile_money,success
REPAY0006949,LOAN004106,CUST005133,2024-10-25,155317,bank_transfer,success
REPAY0006950,LOAN004106,CUST005133,2024-11-24,86287,mobile_money,success
REPAY0006951,LOAN004107,CUST005134,2025-06-12,197220,bank_transfer,success
REPAY0006952,LOAN004107,CUST005134,2025-07-12,154959,mobile_money,success
REPAY0006953,LOAN004108,CUST005135,2023-02-06,280472,agent,success
REPAY0006954,LOAN004108,CUST005135,2023-03-08,214478,agent,success
REPAY0006955,LOAN004109,CUST005136,2025-05-16,134535,agent,success
REPAY0006956,LOAN004109,CUST005136,2025-06-15,70807,bank_transfer,success
REPAY0006957,LOAN004110,CUST005137,2024-11-08,101398,agent,success
REPAY0006958,LOAN004110,CUST005137,2024-12-08,94155,bank_transfer,success
REPAY0006959,LOAN004111,CUST005138,2025-01-08,267681,mobile_money,success
REPAY0006960,LOAN004111,CUST005138,2025-02-07,78073,bank_transfer,success
REPAY0006961,LOAN004112,CUST005139,2023-11-01,86071,mobile_money,success
REPAY0006962,LOAN004112,CUST005139,2023-12-01,114762,mobile_money,success
REPAY0006963,LOAN004113,CUST005140,2025-08-03,506445,mobile_money,success
REPAY0006964,LOAN004113,CUST005140,2025-09-02,115101,agent,success
REPAY0006965,LOAN004114,CUST005141,2023-08-08,196206,bank_transfer,success
REPAY0006966,LOAN004114,CUST005141,2023-09-07,196206,mobile_money,success
REPAY0006967,LOAN004115,CUST005142,2024-12-25,163904,agent,success
REPAY0006968,LOAN004115,CUST005142,2025-01-24,238406,mobile_money,success
REPAY0006969,LOAN004116,CUST005143,2024-10-12,219007,bank_transfer,success
REPAY0006970,LOAN004117,CUST005144,2026-02-25,400000,mobile_money,success
REPAY0006971,LOAN004118,CUST005147,2024-05-31,104821,agent,success
REPAY0006972,LOAN004119,CUST005148,2023-07-22,72432,mobile_money,success
REPAY0006973,LOAN004119,CUST005148,2023-08-21,25868,bank_transfer,success
REPAY0006974,LOAN004120,CUST005149,2024-03-21,129211,bank_transfer,success
REPAY0006975,LOAN004120,CUST005149,2024-04-20,90448,mobile_money,success
REPAY0006976,LOAN004121,CUST005150,2025-08-14,79834,agent,success
REPAY0006977,LOAN004122,CUST005151,2023-11-08,397861,bank_transfer,success
REPAY0006978,LOAN004122,CUST005151,2023-12-08,190973,mobile_money,success
REPAY0006979,LOAN004123,CUST005152,2023-07-02,154903,agent,success
REPAY0006980,LOAN004124,CUST005153,2025-10-11,413706,agent,success
REPAY0006981,LOAN004124,CUST005153,2025-11-10,243357,agent,success
REPAY0006982,LOAN004125,CUST005154,2025-12-02,307337,bank_transfer,success
REPAY0006983,LOAN004126,CUST005155,2025-09-09,244316,mobile_money,success
REPAY0006984,LOAN004126,CUST005155,2025-10-09,219884,bank_transfer,success
REPAY0006985,LOAN004127,CUST005156,2026-03-12,154626,bank_transfer,success
REPAY0006986,LOAN004127,CUST005156,2026-04-11,206168,bank_transfer,success
REPAY0006987,LOAN004128,CUST005157,2024-09-14,273053,bank_transfer,success
REPAY0006988,LOAN004128,CUST005157,2024-10-14,117022,bank_transfer,success
REPAY0006989,LOAN004129,CUST005158,2023-02-26,175662,mobile_money,success
REPAY0006990,LOAN004129,CUST005158,2023-03-28,154996,bank_transfer,success
REPAY0006991,LOAN004130,CUST005159,2024-02-01,72559,bank_transfer,success
REPAY0006992,LOAN004130,CUST005159,2024-03-02,46950,bank_transfer,success
REPAY0006993,LOAN004131,CUST005160,2023-02-14,200000,mobile_money,success
REPAY0006994,LOAN004131,CUST005160,2023-03-16,350000,mobile_money,success
REPAY0006995,LOAN004132,CUST005161,2024-05-22,409091,bank_transfer,success
REPAY0006996,LOAN004132,CUST005161,2024-06-21,288770,mobile_money,success
REPAY0006997,LOAN004133,CUST005162,2025-12-16,26527,bank_transfer,success
REPAY0006998,LOAN004134,CUST005163,2025-12-14,119466,mobile_money,success
REPAY0006999,LOAN004134,CUST005163,2026-01-13,65163,bank_transfer,success
REPAY0007000,LOAN004135,CUST005164,2023-08-22,235554,mobile_money,success
REPAY0007001,LOAN004136,CUST005165,2025-09-07,333030,agent,success
REPAY0007002,LOAN004137,CUST005166,2023-09-16,475000,bank_transfer,success
REPAY0007003,LOAN004138,CUST005167,2024-12-01,281518,bank_transfer,success
REPAY0007004,LOAN004139,CUST005168,2023-01-18,343068,agent,success
REPAY0007005,LOAN004139,CUST005168,2023-02-17,182969,bank_transfer,success
REPAY0007006,LOAN004140,CUST005169,2023-05-27,167954,agent,success
REPAY0007007,LOAN004140,CUST005169,2023-06-26,41988,agent,success
REPAY0007008,LOAN004141,CUST005170,2023-03-06,118604,agent,success
REPAY0007009,LOAN004142,CUST005171,2025-11-29,120207,bank_transfer,success
REPAY0007010,LOAN004143,CUST005172,2023-10-18,500000,bank_transfer,success
REPAY0007011,LOAN004143,CUST005172,2023-11-17,275000,bank_transfer,success
REPAY0007012,LOAN004144,CUST005173,2023-07-24,216641,mobile_money,success
REPAY0007013,LOAN004144,CUST005173,2023-08-23,60659,bank_transfer,success
REPAY0007014,LOAN004145,CUST005174,2026-02-12,94671,bank_transfer,success
REPAY0007015,LOAN004146,CUST005175,2024-09-25,131778,bank_transfer,success
REPAY0007016,LOAN004147,CUST005177,2023-12-07,394845,bank_transfer,success
REPAY0007017,LOAN004147,CUST005177,2024-01-06,207813,bank_transfer,success
REPAY0007018,LOAN004148,CUST005178,2024-01-29,149747,agent,success
REPAY0007019,LOAN004148,CUST005178,2024-02-28,204200,bank_transfer,success
REPAY0007020,LOAN004149,CUST005179,2024-05-26,550000,mobile_money,success
REPAY0007021,LOAN004149,CUST005179,2024-06-25,325000,bank_transfer,success
REPAY0007022,LOAN004150,CUST005180,2025-01-17,242603,bank_transfer,success
REPAY0007023,LOAN004150,CUST005180,2025-02-16,97041,mobile_money,success
REPAY0007024,LOAN004151,CUST005181,2025-12-21,80894,bank_transfer,success
REPAY0007025,LOAN004151,CUST005181,2026-01-20,80894,agent,success
REPAY0007026,LOAN004152,CUST005183,2026-02-13,305732,bank_transfer,success
REPAY0007027,LOAN004153,CUST005185,2025-11-17,141045,bank_transfer,success
REPAY0007028,LOAN004153,CUST005185,2025-12-17,78358,mobile_money,success
REPAY0007029,LOAN004154,CUST005186,2025-04-25,415422,bank_transfer,success
REPAY0007030,LOAN004154,CUST005186,2025-05-25,161553,mobile_money,success
REPAY0007031,LOAN004155,CUST005187,2023-08-24,97317,mobile_money,success
REPAY0007032,LOAN004155,CUST005187,2023-09-23,70776,agent,success
REPAY0007033,LOAN004156,CUST005188,2025-04-15,426556,agent,success
REPAY0007034,LOAN004157,CUST005189,2024-01-14,325000,bank_transfer,success
REPAY0007035,LOAN004157,CUST005189,2024-02-13,375000,bank_transfer,success
REPAY0007036,LOAN004158,CUST005190,2024-08-24,88044,agent,success
REPAY0007037,LOAN004158,CUST005190,2024-09-23,61631,agent,success
REPAY0007038,LOAN004159,CUST005193,2025-04-20,413490,bank_transfer,success
REPAY0007039,LOAN004159,CUST005193,2025-05-20,243229,bank_transfer,success
REPAY0007040,LOAN004160,CUST005194,2023-02-28,153471,mobile_money,success
REPAY0007041,LOAN004161,CUST005195,2025-01-26,338002,mobile_money,success
REPAY0007042,LOAN004161,CUST005195,2025-02-25,205740,bank_transfer,success
REPAY0007043,LOAN004162,CUST005196,2024-09-05,366828,mobile_money,success
REPAY0007044,LOAN004162,CUST005196,2024-10-05,279488,agent,success
REPAY0007045,LOAN004163,CUST005198,2023-11-18,253730,agent,success
REPAY0007046,LOAN004163,CUST005198,2023-12-18,134327,mobile_money,success
REPAY0007047,LOAN004164,CUST005200,2026-02-17,185195,mobile_money,success
REPAY0007048,LOAN004164,CUST005200,2026-03-19,222234,bank_transfer,success
REPAY0007049,LOAN004165,CUST005201,2023-08-16,97423,bank_transfer,success
REPAY0007050,LOAN004165,CUST005201,2023-09-15,73067,mobile_money,success
REPAY0007051,LOAN004166,CUST005203,2024-09-23,375000,bank_transfer,success
REPAY0007052,LOAN004167,CUST005206,2024-05-23,111171,mobile_money,success
REPAY0007053,LOAN004167,CUST005206,2024-06-22,34741,mobile_money,success
REPAY0007054,LOAN004168,CUST005207,2025-02-12,292006,agent,success
REPAY0007055,LOAN004168,CUST005207,2025-03-14,253072,bank_transfer,success
REPAY0007056,LOAN004169,CUST005208,2023-12-16,77076,bank_transfer,success
REPAY0007057,LOAN004170,CUST005210,2025-04-29,82840,bank_transfer,success
REPAY0007058,LOAN004170,CUST005210,2025-05-29,20710,bank_transfer,success
REPAY0007059,LOAN004171,CUST005211,2023-12-03,571890,mobile_money,success
REPAY0007060,LOAN004172,CUST005212,2024-05-20,454954,agent,success
REPAY0007061,LOAN004172,CUST005212,2024-06-19,295720,agent,success
REPAY0007062,LOAN004173,CUST005213,2024-11-17,225000,bank_transfer,success
REPAY0007063,LOAN004174,CUST005214,2023-09-25,375000,agent,success
REPAY0007064,LOAN004174,CUST005214,2023-10-25,350000,bank_transfer,success
REPAY0007065,LOAN004175,CUST005215,2026-03-10,233705,mobile_money,success
REPAY0007066,LOAN004176,CUST005217,2026-01-24,250000,mobile_money,success
REPAY0007067,LOAN004176,CUST005217,2026-02-23,300000,bank_transfer,success
REPAY0007068,LOAN004177,CUST005218,2025-03-19,184650,agent,success
REPAY0007069,LOAN004177,CUST005218,2025-04-18,166185,agent,success
REPAY0007070,LOAN004178,CUST005219,2026-01-15,485204,bank_transfer,success
REPAY0007071,LOAN004179,CUST005220,2023-02-04,275000,mobile_money,success
REPAY0007072,LOAN004179,CUST005220,2023-03-06,150000,mobile_money,success
REPAY0007073,LOAN004180,CUST005223,2025-10-16,164680,mobile_money,success
REPAY0007074,LOAN004180,CUST005223,2025-11-15,95341,agent,success
REPAY0007075,LOAN004181,CUST005225,2025-08-30,299802,mobile_money,success
REPAY0007076,LOAN004181,CUST005225,2025-09-29,276740,bank_transfer,success
REPAY0007077,LOAN004182,CUST005226,2025-10-02,234688,bank_transfer,success
REPAY0007078,LOAN004182,CUST005226,2025-11-01,108317,bank_transfer,success
REPAY0007079,LOAN004183,CUST005228,2023-05-15,325000,mobile_money,success
REPAY0007080,LOAN004183,CUST005228,2023-06-14,200000,mobile_money,success
REPAY0007081,LOAN004184,CUST005229,2024-07-29,600000,agent,success
REPAY0007082,LOAN004184,CUST005229,2024-08-28,350000,agent,success
REPAY0007083,LOAN004185,CUST005230,2023-02-01,386737,agent,success
REPAY0007084,LOAN004186,CUST005232,2023-08-24,216882,mobile_money,success
REPAY0007085,LOAN004186,CUST005232,2023-09-23,147874,agent,success
REPAY0007086,LOAN004187,CUST005233,2026-02-25,402990,bank_transfer,success
REPAY0007087,LOAN004188,CUST005234,2026-02-28,173504,bank_transfer,success
REPAY0007088,LOAN004188,CUST005234,2026-03-30,115669,mobile_money,success
REPAY0007089,LOAN004189,CUST005236,2023-08-07,275000,agent,success
REPAY0007090,LOAN004190,CUST005237,2024-12-19,362147,bank_transfer,success
REPAY0007091,LOAN004191,CUST005240,2025-12-24,256974,agent,success
REPAY0007092,LOAN004191,CUST005240,2026-01-23,134073,bank_transfer,success
REPAY0007093,LOAN004192,CUST005241,2025-06-06,264387,bank_transfer,success
REPAY0007094,LOAN004192,CUST005241,2025-07-06,240351,mobile_money,success
REPAY0007095,LOAN004193,CUST005242,2025-01-13,186304,mobile_money,success
REPAY0007096,LOAN004193,CUST005242,2025-02-12,116440,bank_transfer,success
REPAY0007097,LOAN004194,CUST005244,2026-01-14,184707,mobile_money,success
REPAY0007098,LOAN004195,CUST005245,2024-05-05,154565,mobile_money,success
REPAY0007099,LOAN004196,CUST005246,2023-08-27,206490,agent,success
REPAY0007100,LOAN004196,CUST005246,2023-09-26,174722,agent,success
REPAY0007101,LOAN004197,CUST005247,2023-08-13,525013,mobile_money,success
REPAY0007102,LOAN004197,CUST005247,2023-09-12,190914,bank_transfer,success
REPAY0007103,LOAN004198,CUST005248,2026-03-28,137116,bank_transfer,success
REPAY0007104,LOAN004198,CUST005248,2026-04-27,101033,bank_transfer,success
REPAY0007105,LOAN004199,CUST005249,2024-10-29,350000,bank_transfer,success
REPAY0007106,LOAN004199,CUST005249,2024-11-28,225000,agent,success
REPAY0007107,LOAN004200,CUST005250,2025-03-05,315824,bank_transfer,success
REPAY0007108,LOAN004200,CUST005250,2025-04-04,171071,agent,success
REPAY0007109,LOAN004201,CUST005251,2023-05-09,162462,bank_transfer,success
REPAY0007110,LOAN004201,CUST005251,2023-06-08,97477,agent,success
REPAY0007111,LOAN004202,CUST005252,2024-09-05,192439,bank_transfer,success
REPAY0007112,LOAN004203,CUST005253,2024-05-30,205148,mobile_money,success
REPAY0007113,LOAN004204,CUST005254,2024-06-13,200000,mobile_money,success
REPAY0007114,LOAN004205,CUST005255,2023-03-03,512086,bank_transfer,success
REPAY0007115,LOAN004206,CUST005256,2025-08-06,200000,bank_transfer,success
REPAY0007116,LOAN004207,CUST005257,2025-09-24,433101,mobile_money,success
REPAY0007117,LOAN004208,CUST005258,2023-09-11,435966,mobile_money,success
REPAY0007118,LOAN004208,CUST005258,2023-10-11,239781,mobile_money,success
REPAY0007119,LOAN004209,CUST005259,2023-01-28,447450,mobile_money,success
REPAY0007120,LOAN004210,CUST005260,2024-08-20,213367,agent,success
REPAY0007121,LOAN004211,CUST005261,2026-02-04,450000,bank_transfer,success
REPAY0007122,LOAN004211,CUST005261,2026-03-06,400000,agent,success
REPAY0007123,LOAN004212,CUST005263,2023-08-03,241462,bank_transfer,success
REPAY0007124,LOAN004212,CUST005263,2023-09-02,144877,mobile_money,success
REPAY0007125,LOAN004213,CUST005264,2024-04-26,79232,bank_transfer,success
REPAY0007126,LOAN004213,CUST005264,2024-05-26,44568,agent,success
REPAY0007127,LOAN004214,CUST005265,2023-04-20,247428,bank_transfer,success
REPAY0007128,LOAN004214,CUST005265,2023-05-20,192444,bank_transfer,success
REPAY0007129,LOAN004215,CUST005267,2023-06-23,201722,agent,success
REPAY0007130,LOAN004215,CUST005267,2023-07-23,184912,agent,success
REPAY0007131,LOAN004216,CUST005268,2024-11-14,575000,mobile_money,success
REPAY0007132,LOAN004216,CUST005268,2024-12-14,400000,mobile_money,success
REPAY0007133,LOAN004217,CUST005269,2024-01-06,94195,mobile_money,success
REPAY0007134,LOAN004217,CUST005269,2024-02-05,45049,agent,success
REPAY0007135,LOAN004218,CUST005270,2025-04-20,525000,bank_transfer,success
REPAY0007136,LOAN004219,CUST005271,2024-05-30,200000,mobile_money,success
REPAY0007137,LOAN004220,CUST005272,2024-03-05,165326,bank_transfer,success
REPAY0007138,LOAN004221,CUST005273,2024-11-04,83271,mobile_money,success
REPAY0007139,LOAN004221,CUST005273,2024-12-04,43301,agent,success
REPAY0007140,LOAN004222,CUST005274,2023-03-13,424999,mobile_money,success
REPAY0007141,LOAN004222,CUST005274,2023-04-12,275000,mobile_money,success
REPAY0007142,LOAN004223,CUST005275,2023-06-04,59097,mobile_money,success
REPAY0007143,LOAN004224,CUST005276,2025-05-01,367829,mobile_money,success
REPAY0007144,LOAN004225,CUST005277,2023-04-04,450128,mobile_money,success
REPAY0007145,LOAN004225,CUST005277,2023-05-04,156566,mobile_money,success
REPAY0007146,LOAN004226,CUST005278,2025-04-26,225000,bank_transfer,success
REPAY0007147,LOAN004226,CUST005278,2025-05-26,375000,mobile_money,success
REPAY0007148,LOAN004227,CUST005279,2023-11-09,424999,agent,success
REPAY0007149,LOAN004227,CUST005279,2023-12-09,375000,mobile_money,success
REPAY0007150,LOAN004228,CUST005281,2023-10-02,82625,bank_transfer,success
REPAY0007151,LOAN004228,CUST005281,2023-11-01,61969,bank_transfer,success
REPAY0007152,LOAN004229,CUST005283,2025-01-17,200000,agent,success
REPAY0007153,LOAN004229,CUST005283,2025-02-16,150000,mobile_money,success
REPAY0007154,LOAN004230,CUST005284,2026-01-29,300000,mobile_money,success
REPAY0007155,LOAN004231,CUST005286,2025-11-26,289560,mobile_money,success
REPAY0007156,LOAN004231,CUST005286,2025-12-26,271463,mobile_money,success
REPAY0007157,LOAN004232,CUST005287,2025-01-07,143688,mobile_money,success
REPAY0007158,LOAN004232,CUST005287,2025-02-06,71844,bank_transfer,success
REPAY0007159,LOAN004233,CUST005288,2025-03-12,350000,mobile_money,success
REPAY0007160,LOAN004233,CUST005288,2025-04-11,375000,mobile_money,success
REPAY0007161,LOAN004234,CUST005289,2024-05-21,424999,mobile_money,success
REPAY0007162,LOAN004234,CUST005289,2024-06-20,300000,mobile_money,success
REPAY0007163,LOAN004235,CUST005291,2025-10-22,41545,mobile_money,success
REPAY0007164,LOAN004236,CUST005292,2024-09-06,138940,agent,success
REPAY0007165,LOAN004236,CUST005292,2024-10-06,37892,mobile_money,success
REPAY0007166,LOAN004237,CUST005293,2024-04-28,300000,agent,success
REPAY0007167,LOAN004237,CUST005293,2024-05-28,225000,agent,success
REPAY0007168,LOAN004238,CUST005295,2024-08-31,68766,mobile_money,success
REPAY0007169,LOAN004239,CUST005296,2024-10-04,216311,agent,success
REPAY0007170,LOAN004240,CUST005297,2025-05-20,400000,bank_transfer,success
REPAY0007171,LOAN004241,CUST005298,2025-12-17,600000,bank_transfer,success
REPAY0007172,LOAN004241,CUST005298,2026-01-16,175000,agent,success
REPAY0007173,LOAN004242,CUST005299,2024-07-24,117104,mobile_money,success
REPAY0007174,LOAN004243,CUST005300,2023-08-31,513234,bank_transfer,success
REPAY0007175,LOAN004244,CUST005301,2025-02-28,280968,agent,success
REPAY0007176,LOAN004245,CUST005302,2024-03-11,452646,agent,success
REPAY0007177,LOAN004245,CUST005302,2024-04-10,238235,mobile_money,success
REPAY0007178,LOAN004246,CUST005303,2025-06-25,450000,bank_transfer,success
REPAY0007179,LOAN004246,CUST005303,2025-07-25,200000,agent,success
REPAY0007180,LOAN004247,CUST005304,2024-06-21,265063,mobile_money,success
REPAY0007181,LOAN004247,CUST005304,2024-07-21,176709,agent,success
REPAY0007182,LOAN004248,CUST005306,2025-01-05,311900,bank_transfer,success
REPAY0007183,LOAN004248,CUST005306,2025-02-04,359884,agent,success
REPAY0007184,LOAN004249,CUST005307,2023-09-06,421160,bank_transfer,success
REPAY0007185,LOAN004249,CUST005307,2023-10-06,117924,mobile_money,success
REPAY0007186,LOAN004250,CUST005308,2023-12-01,211605,mobile_money,success
REPAY0007187,LOAN004250,CUST005308,2023-12-31,141070,bank_transfer,success
REPAY0007188,LOAN004251,CUST005309,2023-05-08,97929,bank_transfer,success
REPAY0007189,LOAN004251,CUST005309,2023-06-07,55085,mobile_money,success
REPAY0007190,LOAN004252,CUST005310,2023-11-24,270887,agent,success
REPAY0007191,LOAN004252,CUST005310,2023-12-24,111541,agent,success
REPAY0007192,LOAN004253,CUST005311,2023-09-29,335358,mobile_money,success
REPAY0007193,LOAN004254,CUST005313,2023-12-02,95755,bank_transfer,success
REPAY0007194,LOAN004254,CUST005313,2024-01-01,119693,mobile_money,success
REPAY0007195,LOAN004255,CUST005314,2024-01-30,360532,mobile_money,success
